coach_id,first_name,last_name,nick_name,age,date_of_birth,city_of_birth_id,nation_id,weight,height,position,experience,occupation,team_id,former_player_id,quick_left,contract_salary,contract_years,contract_extension_salary,contract_extension_years,scout_major,scout_minor,scout_international,scout_amateur,scout_amateur_preference,teach_hitting,teach_pitching,teach_fielding,handle_veterans,handle_rookies,handle_players,strategy_knowledge,heal_legs,heal_arms,heal_back,heal_other,heal_rest,management_style,personality,hitting_focus,pitching_focus,training_focus,teach_running,prevent_legs,prevent_arms,prevent_back,prevent_other,stealing,running,pinchrun,pinchhit_pos,pinchhit_pitch,hook_start,hook_relief,closer,lr_matchup,bunt_hit,bunt,hit_run,run_hit,squeeze,pitch_around,intentional_walk,hold_runner,guard_lines,infield_in,outfield_in,corners_in,shift_if,shift_of,opener,num_pitchers,num_hitters,favor_speed_to_power,favor_avg_to_obp,favor_defense_to_offense,favor_pitching_to_hitting,favor_veterans_to_prospects,trade_aggressiveness,player_loyalty,trade_frequency,trade_preference,value_stats,value_this_year,value_last_year,value_two_years,draft_value,intl_fa_value,develop_value,ratings_value,manager_value,pitching_coach_value,hitting_coach_value,scout_value,doctor_value,busy,type,data,days_left
729,"Darryl","Scott","",50,"1968-8-6",24787,206,200,186,4,7,4,0,0,0,0,0,0,0,25,7,16,2,0,50,110,65,80,88,84,0,0,0,0,0,0,0,0,3,1,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,2,4,5,0,0,0,0,13,3,3,1,0,0,0,0,91,104,59,12,0,0,0,0,0
730,"Andy","Abad","",46,"1972-8-25",86360,206,184,186,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,118,0,155,30,30,45,0,0,0,0,0,0,1,0,3,2,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-4,9,-3,-4,0,0,0,0,14,4,1,1,0,0,0,0,75,11,100,0,0,0,0,0,0
731,"Chris","Briones","",45,"1973-6-5",55211,206,205,182,5,5,5,0,0,0,0,0,0,0,0,0,0,0,3,99,0,101,25,25,33,0,0,0,0,0,0,0,0,1,1,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-5,-5,3,3,0,0,0,0,15,3,1,1,0,0,0,0,60,8,83,0,0,0,0,0,0
732,"Greg","Riddoch","",73,"1945-7-17",29694,206,210,194,1,31,2,0,0,0,0,0,0,0,10,12,0,29,2,85,42,125,99,100,102,0,0,0,0,0,0,1,1,3,3,0,84,0,0,0,0,-1,0,0,-1,1,0,-1,0,1,0,0,-1,0,1,-1,1,0,0,2,0,0,2,0,0,0,0,8,8,2,6,5,0,0,0,0,14,3,3,0,0,0,0,0,98,57,89,16,0,0,0,0,0
733,"Bronswell","Patrick","",48,"1970-9-16",64894,206,220,185,4,13,4,180,0,0,66000,2,0,0,0,0,0,0,2,17,115,45,82,85,84,0,0,0,0,0,0,0,0,3,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,4,5,-4,0,0,0,0,12,5,2,1,0,0,0,0,83,107,34,0,0,0,0,0,0
734,"Jose","Moreno","",61,"1957-11-1",71432,56,205,175,1,24,2,296,0,0,316000,1,0,0,1,1,1,1,2,100,11,122,102,109,106,0,0,0,0,0,0,5,4,3,3,0,77,0,0,0,0,1,2,3,2,3,1,2,0,5,0,-1,0,0,1,2,1,0,0,4,0,0,3,0,0,0,0,9,0,3,10,4,0,0,0,0,15,5,0,0,0,0,0,0,95,35,102,1,0,0,0,0,0
735,"Henry","Cotto","",58,"1961-1-5",70797,206,210,193,5,19,5,0,0,0,0,0,0,0,40,30,25,29,3,115,11,142,106,109,109,0,0,0,0,0,0,1,1,0,3,0,89,0,0,0,0,4,4,3,-4,5,0,-2,0,3,0,-4,1,0,-4,-2,-3,0,0,2,0,0,2,0,0,0,0,10,5,0,-2,0,0,0,0,0,13,4,2,1,0,0,0,0,112,36,114,32,0,0,0,0,0
736,"Tom","Trebelhorn","",71,"1948-1-27",60505,206,200,185,1,7,2,0,0,0,0,0,0,0,35,36,34,23,3,84,42,105,119,120,111,0,0,0,0,0,0,1,0,3,3,0,77,0,0,0,0,2,-2,-1,-1,1,1,0,0,-2,0,0,1,0,-2,0,-1,0,0,1,0,0,0,0,0,0,0,4,3,0,1,-1,0,0,0,0,15,4,1,0,0,0,0,0,96,59,91,31,0,0,0,0,0
737,"Ricky","Ward","",48,"1970-8-30",2845,206,200,182,5,9,5,0,0,0,0,0,0,0,0,0,0,0,2,106,11,102,54,44,11,0,0,0,0,0,0,0,0,0,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,-2,-4,0,0,0,0,12,3,3,2,0,0,0,0,80,11,82,0,0,0,0,0,0
738,"Brian","Cooper","",44,"1974-8-19",41955,206,205,191,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,33,119,33,77,81,84,0,0,0,0,0,0,0,0,3,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,-1,-4,2,0,0,0,0,14,3,2,1,0,0,0,0,64,110,46,0,0,0,0,0,0
739,"Rick","Magnante","",71,"1947-12-12",41955,206,210,197,1,31,2,0,0,0,0,0,0,0,0,0,0,0,4,11,85,74,112,114,114,0,0,0,0,0,0,1,1,3,3,0,56,0,0,0,0,-1,1,4,3,3,0,-2,0,2,0,-3,-1,0,-2,0,-4,0,0,0,0,0,4,0,0,0,0,5,1,-9,-9,-2,0,0,0,0,12,5,2,1,0,0,0,0,85,92,37,0,0,0,0,0,0
740,"Casey","Myers","",40,"1978-10-23",49808,206,205,188,5,3,5,0,0,0,0,0,0,0,33,5,18,8,3,100,7,52,60,90,62,0,0,0,0,0,0,0,0,2,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,5,0,-9,0,0,0,0,13,4,3,0,0,0,0,0,77,21,91,17,0,0,0,0,0
741,"Craig","Lefferts","",66,"1952-5-6",52569,74,205,178,4,12,4,0,0,0,0,0,0,0,39,25,53,34,3,34,129,62,82,80,80,0,0,0,0,0,0,0,0,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,5,5,0,0,0,0,0,13,4,2,1,0,0,0,0,91,117,46,36,0,0,0,0,0
742,"Orlando","Gomez","",72,"1946-6-24",35728,151,215,187,1,36,2,0,0,0,0,0,0,0,0,0,0,0,2,100,77,111,117,123,122,0,0,0,0,0,0,1,1,2,3,0,96,0,0,0,0,3,2,0,-1,5,1,0,0,2,0,-1,1,0,-1,-1,0,0,0,2,0,0,2,0,0,0,0,7,1,3,2,3,0,0,0,0,14,4,1,1,0,0,0,0,107,88,106,0,0,0,0,0,0
743,"Troy","Mattes","",43,"1975-8-26",18705,206,225,193,4,2,4,0,0,0,0,0,0,0,1,1,11,0,3,10,104,45,60,110,85,0,0,0,0,0,0,0,0,3,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,-3,8,2,0,0,0,0,13,4,3,0,0,0,0,0,60,99,29,2,0,0,0,0,0
744,"Nelson","Liriano","",54,"1964-6-3",61363,56,195,185,1,15,2,0,0,0,0,0,0,0,4,3,19,0,2,118,1,190,104,101,111,0,0,0,0,0,0,1,2,2,3,0,102,0,0,0,0,1,-2,-2,-1,0,2,0,0,-1,0,-1,-1,0,-1,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,-5,10,-2,0,0,0,0,15,2,2,1,0,0,0,0,110,29,116,4,0,0,0,0,0
745,"Omar","Ramirez","",48,"1970-11-2",71389,56,195,188,1,13,2,338,0,0,190000,1,0,0,0,0,0,0,2,102,42,85,103,105,104,0,0,0,0,0,0,5,2,0,3,0,76,0,0,0,0,2,1,1,3,3,1,3,0,3,0,2,1,0,0,3,3,0,0,4,0,0,4,0,0,0,0,0,5,-1,6,-5,0,0,0,0,13,5,1,1,0,0,0,0,95,58,103,0,0,0,0,0,0
746,"Bobby","St. Pierre","",45,"1974-4-11",87845,206,220,188,4,5,4,0,0,0,0,0,0,0,1,16,0,24,2,14,100,65,60,102,75,0,0,0,0,0,0,0,0,3,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,8,7,-7,0,0,0,0,12,5,2,1,0,0,0,0,72,94,29,12,0,0,0,0,0
747,"Paul","Runge","",60,"1958-5-21",38609,206,220,188,1,22,2,0,0,0,0,0,0,0,13,11,9,0,2,82,62,85,110,110,115,0,0,0,0,0,0,1,0,3,3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,5,1,4,0,0,0,0,12,5,3,0,0,0,0,0,96,75,90,8,0,0,0,0,0
748,"John","Hart","",70,"1948-7-21",78373,206,190,181,3,28,1,0,0,6,0,0,0,0,151,137,124,155,3,0,0,0,121,114,111,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,1,1,-1,0,0,1,1,0,-2,0,-1,1,0,0,0,-1,0,0,-2,0,0,2,0,0,0,0,-9,2,-2,2,1,3,2,1,1,10,15,9,8,3,-3,7,5,65,28,28,146,0,0,0,0,0
749,"Carlos","Mendez","",44,"1974-6-18",17321,210,185,185,5,13,5,205,0,0,72000,1,0,0,5,32,17,19,3,110,80,110,90,92,91,0,0,0,0,0,0,0,0,2,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,5,-1,2,-5,0,0,0,0,13,4,2,1,0,0,0,0,105,83,105,17,0,0,0,0,0
750,"Derrick","Lewis","",42,"1976-5-7",51547,206,210,186,4,13,4,0,0,0,0,0,0,0,12,2,0,22,3,25,111,66,66,90,78,0,0,0,0,0,0,0,0,3,2,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4,4,4,0,0,0,0,13,6,1,0,0,0,0,0,87,103,38,12,0,0,0,0,0
751,"Rob","Mummau","",47,"1971-8-21",14038,206,190,174,1,15,2,0,0,0,0,0,0,0,9,14,0,22,3,94,42,105,102,102,109,0,0,0,0,0,0,5,0,3,3,0,80,0,0,0,0,1,1,4,3,3,1,2,0,3,0,2,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,5,5,2,-2,-4,0,0,0,0,15,3,2,0,0,0,0,0,97,59,98,13,0,0,0,0,0
752,"Lou","Lucca","",48,"1970-10-13",69999,206,190,187,5,1,5,0,0,0,0,0,0,0,18,16,29,20,3,92,29,105,66,90,65,0,0,0,0,0,0,0,0,3,2,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,-3,0,0,0,0,13,4,2,1,0,0,0,0,59,38,85,19,0,0,0,0,0
753,"Nasusel","Cabrera","",46,"1972-9-24",0,56,210,187,4,6,4,0,0,0,0,0,0,0,9,17,16,25,1,27,98,37,66,90,65,0,0,0,0,0,0,0,0,3,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-4,4,0,-10,0,0,0,0,13,7,0,0,0,0,0,0,77,90,37,17,0,0,0,0,0
754,"Jared","Sandberg","",41,"1978-3-2",29409,206,220,188,1,17,2,0,0,0,0,0,0,0,1,1,1,1,2,99,42,110,118,121,115,0,0,0,0,0,0,1,2,3,3,0,83,0,0,0,0,4,4,2,-4,5,-1,1,0,5,0,0,0,0,-1,-1,-1,0,0,-1,0,0,4,0,0,0,0,3,-3,-1,6,-5,0,0,0,0,11,3,3,3,0,0,0,0,100,60,103,1,0,0,0,0,0
755,"Marty","DeMerritt","",66,"1953-3-4",69999,206,200,188,4,27,4,404,0,0,42000,1,0,0,1,1,1,1,2,10,108,84,82,84,83,0,0,0,0,0,0,0,0,3,2,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-2,-4,-4,-4,0,0,0,0,11,4,3,2,0,0,0,0,87,102,28,1,0,0,0,0,0
756,"Rodney","Linares","",41,"1977-8-7",12985,206,225,194,1,15,2,0,0,0,0,0,0,0,17,17,0,10,1,99,11,105,111,113,115,0,0,0,0,0,0,1,2,3,3,0,71,0,0,0,0,2,1,-1,0,-1,0,1,0,-1,0,-1,0,0,-1,1,1,0,0,-2,0,0,1,0,0,0,0,-1,10,-1,7,3,0,0,0,0,14,3,2,1,0,0,0,0,93,37,103,13,0,0,0,0,0
757,"Stubby","Clapp","",46,"1973-2-24",86902,36,195,182,1,10,2,0,0,0,0,0,0,0,0,0,0,0,2,108,2,145,110,111,104,0,0,0,0,0,0,3,2,0,3,0,99,0,0,0,0,2,1,2,3,3,0,0,0,1,0,2,4,0,4,2,1,0,0,1,0,0,0,0,0,0,0,5,2,-2,4,4,0,0,0,0,11,7,1,1,0,0,0,0,101,28,107,0,0,0,0,0,0
758,"Travis","Driskill","",47,"1971-8-1",57291,206,215,182,4,1,4,0,0,0,0,0,0,0,14,40,11,39,3,52,110,62,52,105,80,0,0,0,0,0,0,0,0,3,1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,-10,-5,-2,0,0,0,0,15,3,1,1,0,0,0,0,60,103,59,28,0,0,0,0,0
759,"Ryan","Newman","",40,"1979-2-25",31128,206,190,184,1,17,2,274,0,0,312000,1,0,0,0,0,0,0,2,102,11,122,111,109,110,0,0,0,0,0,0,1,0,3,3,0,78,0,0,0,0,2,2,2,-2,5,-4,1,0,2,0,-1,-2,0,1,-1,-1,0,0,1,0,0,1,0,0,0,0,-1,3,4,4,0,0,0,0,0,15,4,1,0,0,0,0,0,96,36,104,0,0,0,0,0,0
760,"Jerry","Hairston Sr.","",67,"1952-2-16",9691,206,220,196,5,19,5,0,0,0,0,0,0,0,10,8,11,19,1,122,24,110,110,82,96,0,0,0,0,0,0,1,0,0,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-3,-3,-2,0,0,0,0,12,4,4,0,0,0,0,0,108,42,116,13,0,0,0,0,0
761,"Ray","Smith","",63,"1955-9-18",28711,206,205,186,1,30,2,306,0,0,206000,1,0,0,14,19,0,25,3,92,11,85,119,120,120,0,0,0,0,0,0,1,0,2,0,0,62,0,0,0,0,-1,0,1,1,2,-1,1,0,-2,0,0,-1,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,-9,3,-3,2,5,0,0,0,0,12,4,2,2,0,0,0,0,89,38,99,17,0,0,0,0,0
762,"Jeff","Reed","",56,"1962-11-12",35587,206,215,183,5,15,5,306,0,0,40000,2,0,0,24,2,16,0,2,115,42,85,82,80,81,0,0,0,0,0,0,0,0,1,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-1,-1,-6,0,0,0,0,12,5,2,1,0,0,0,0,93,52,107,10,0,0,0,0,0
763,"Jim","Shellenback","",75,"1943-11-18",66644,206,195,184,4,31,4,0,0,0,0,0,0,0,12,38,2,51,2,7,112,56,82,85,80,0,0,0,0,0,0,0,0,3,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-5,-5,-2,-2,0,0,0,0,14,3,2,1,0,0,0,0,92,104,25,30,0,0,0,0,0
764,"Mike","Shildt","",50,"1968-8-9",70404,206,210,189,1,17,2,56,0,0,696000,5,0,0,0,0,0,0,2,85,22,105,110,111,111,0,0,0,0,0,0,2,2,3,3,0,70,0,0,0,0,3,4,2,1,4,-1,-2,0,2,0,-4,-2,0,-4,-2,-4,0,0,3,0,0,4,0,0,0,0,-1,0,-5,5,4,0,0,0,0,12,4,3,1,0,0,0,0,92,44,92,0,0,0,0,0,0
765,"Johnny","Rodriguez","",62,"1956-8-4",80853,206,220,185,1,26,2,0,0,0,0,0,0,0,0,0,0,0,2,88,22,85,109,109,108,0,0,0,0,0,0,1,2,3,3,0,78,0,0,0,0,1,4,1,-4,3,-4,-1,0,2,0,-2,-1,0,-1,-1,0,0,0,1,0,0,1,0,0,0,0,-2,10,-2,3,-5,0,0,0,0,14,3,2,1,0,0,0,0,91,44,93,0,0,0,0,0,0
766,"Doug","White","",64,"1954-12-22",50127,206,190,186,4,25,4,44,0,0,222000,2,0,0,16,42,31,45,3,20,110,90,66,82,74,0,0,0,0,0,0,0,0,3,2,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,-2,5,-4,0,0,0,0,13,4,2,1,0,0,0,0,89,101,34,33,0,0,0,0,0
767,"Jim","Beattie","",64,"1954-7-4",11661,206,180,182,3,19,1,0,0,0,0,0,0,0,138,133,119,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,2,5,1,5,0,0,0,0,12,5,2,1,0,0,0,0,50,0,0,132,0,0,0,0,0
768,"Tony","Diggs","",52,"1967-4-20",23176,206,230,193,1,13,2,0,0,0,0,0,0,0,10,7,5,13,1,88,25,85,108,105,106,0,0,0,0,0,0,5,1,0,3,0,66,0,0,0,0,4,2,2,5,3,1,3,0,5,0,0,1,0,1,1,2,0,0,4,0,0,4,0,0,0,0,-3,3,-2,5,-1,0,0,0,0,13,4,3,0,0,0,0,0,89,45,93,10,0,0,0,0,0
769,"Kevin","Malone","",61,"1957-8-6",64998,206,195,183,3,6,1,0,0,0,0,0,0,0,113,106,101,109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,-5,4,-3,0,0,0,0,14,3,2,1,0,0,0,0,20,0,0,109,0,0,0,0,0
770,"Ken","Dominguez","",64,"1954-12-18",54056,206,185,186,5,19,5,0,0,0,0,0,0,0,2,22,0,17,3,108,25,62,66,85,72,0,0,0,0,0,0,0,0,2,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,5,3,1,-4,0,0,0,0,12,3,3,2,0,0,0,0,84,37,99,11,0,0,0,0,0
771,"Steve","Cline","",66,"1952-8-31",30249,206,220,185,4,35,4,309,0,0,56000,1,0,0,9,4,0,17,1,20,116,25,82,85,84,0,0,0,0,0,0,0,0,3,2,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-4,1,4,-7,0,0,0,0,14,4,1,1,0,0,0,0,80,108,36,10,0,0,0,0,0
772,"Bill","Richardson","",59,"1960-3-18",0,206,220,188,1,7,2,0,0,0,0,0,0,0,9,15,0,18,1,111,11,105,121,112,107,0,0,0,0,0,0,1,2,3,3,0,75,0,0,0,0,2,1,-1,-1,4,0,-1,0,3,0,0,-2,0,-1,-1,0,0,0,1,0,0,3,0,0,0,0,0,3,0,4,-1,0,0,0,0,13,3,2,2,0,0,0,0,95,35,110,12,0,0,0,0,0
773,"Julio","Bruno","",46,"1972-10-15",61363,56,190,185,5,15,5,813,0,0,46000,1,0,0,0,0,0,0,2,109,42,122,101,100,101,0,0,0,0,0,0,1,0,0,3,0,91,0,0,0,0,2,2,4,-3,2,2,2,0,3,0,-1,1,0,1,-1,-1,0,0,3,0,0,2,0,0,0,0,-1,-3,4,-1,-2,0,0,0,0,14,4,1,1,0,0,0,0,102,57,107,0,0,0,0,0,0
774,"Mark","Davis","",58,"1960-10-19",48242,206,210,195,4,12,4,736,0,0,48000,1,0,0,33,40,27,57,2,17,122,65,92,95,94,0,0,0,0,0,0,0,0,3,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-5,1,4,-5,0,0,0,0,14,3,2,1,0,0,0,0,89,115,36,42,0,0,0,0,0
775,"Juan","Cabreja","",58,"1961-3-19",0,56,200,183,1,12,2,0,0,0,0,0,0,0,23,5,12,11,3,103,42,110,102,105,109,0,0,0,0,0,0,1,1,3,3,0,83,0,0,0,0,1,-1,1,-1,-2,0,-1,0,1,0,0,0,0,-1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,2,-2,-1,0,0,0,0,14,5,1,0,0,0,0,0,100,59,105,14,0,0,0,0,0
776,"Ricardo","Medina","",47,"1971-11-4",62478,145,205,195,1,14,2,809,0,0,192000,1,0,0,1,1,1,5,2,108,29,110,108,102,105,0,0,0,0,0,0,5,2,3,3,0,81,0,0,0,0,1,3,3,3,3,-1,-3,-2,3,-1,0,1,1,0,2,3,1,2,3,3,2,3,3,0,0,0,-3,-1,3,0,0,-1,1,2,0,15,4,1,0,-2,-1,1,0,88,48,107,2,0,0,0,0,0
777,"Rick","Tronerud","",65,"1953-9-18",50536,206,205,188,4,25,4,0,0,0,0,0,0,0,29,17,28,9,0,42,115,10,85,102,94,0,0,0,0,0,0,0,0,3,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,5,2,-4,-2,0,0,0,0,14,3,2,1,0,0,0,0,82,110,55,20,0,0,0,0,0
778,"Tyrone","Boykin","Ty",51,"1968-4-25",30470,206,230,189,1,12,2,0,0,0,0,0,0,0,9,1,3,2,1,82,42,85,100,101,103,0,0,0,0,0,0,1,2,3,3,0,69,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,4,-1,1,6,3,0,0,0,0,11,4,3,2,0,0,0,0,91,57,87,4,0,0,0,0,0
779,"Dick","Schofield","",56,"1962-11-21",75707,206,185,184,1,14,2,0,0,0,0,0,0,0,0,0,0,0,2,119,11,151,107,112,109,0,0,0,0,0,0,5,2,3,3,0,93,0,0,0,0,2,3,3,4,3,2,3,0,4,0,0,0,0,0,2,1,0,0,3,0,0,2,0,0,0,0,2,5,0,10,-5,0,0,0,0,12,4,2,2,0,0,0,0,104,36,117,0,0,0,0,0,0
780,"Trevor","Wilson","",52,"1966-6-7",80688,206,215,184,4,9,4,0,0,0,0,0,0,0,9,14,10,13,3,28,116,36,72,95,81,0,0,0,0,0,0,0,0,3,2,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-2,10,9,0,0,0,0,15,4,1,0,0,0,0,0,83,107,41,12,0,0,0,0,0
781,"Andy","Bottin","",69,"1949-6-15",86390,206,200,177,1,26,2,0,0,0,0,0,0,0,0,0,0,0,4,106,42,105,99,90,97,0,0,0,0,0,0,4,2,2,3,0,84,0,0,0,0,1,-3,-2,4,4,0,-2,0,-3,0,-4,-2,0,-4,-1,-2,0,0,-1,0,0,-3,0,0,0,0,1,4,-4,5,4,0,0,0,0,11,4,4,1,0,0,0,0,98,56,104,0,0,0,0,0,0
782,"Gary","Wheelock","",67,"1951-11-29",6327,206,215,187,4,26,4,0,0,0,0,0,0,0,10,14,10,9,1,29,102,4,92,82,90,0,0,0,0,0,0,0,0,3,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,-1,-1,8,0,0,0,0,13,5,2,0,0,0,0,0,86,99,44,11,0,0,0,0,0
783,"Marcus","Jensen","",46,"1972-12-14",56450,206,225,190,5,5,5,0,0,0,0,0,0,0,18,24,27,32,3,99,11,110,103,102,106,0,0,0,0,0,0,1,0,1,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-2,-2,-4,0,0,0,0,14,3,2,1,0,0,0,0,93,35,101,25,0,0,0,0,0
784,"Juan","Dilone","",45,"1973-5-10",0,56,210,194,5,16,5,253,0,0,62000,1,0,0,17,21,37,5,1,107,1,99,80,86,83,0,0,0,0,0,0,0,0,2,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,3,4,3,2,0,0,0,0,15,3,1,1,0,0,0,0,87,22,101,16,0,0,0,0,0
785,"Ariel","Prieto","",49,"1969-10-22",31031,49,220,191,4,7,4,406,0,0,34000,1,0,0,21,29,16,30,2,44,121,62,66,90,78,0,0,0,0,0,0,1,0,3,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,-5,-5,0,0,0,0,13,5,2,0,0,0,0,0,91,110,53,25,0,0,0,0,0
786,"Mike","Goff","",56,"1962-9-30",50908,206,195,175,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,82,5,111,111,118,119,0,0,0,0,0,0,5,2,3,3,0,77,0,0,0,0,1,3,4,3,4,2,4,0,5,0,0,0,0,0,1,3,0,0,4,0,0,2,0,0,0,0,-2,-4,0,-2,-3,0,0,0,0,14,3,2,1,0,0,0,0,93,34,91,0,0,0,0,0,0
787,"Victor","Torres","",67,"1951-9-20",0,56,210,186,5,11,5,0,0,0,0,0,0,0,0,0,0,0,2,97,0,111,0,0,0,0,0,0,0,0,0,0,0,1,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-5,-3,-1,-4,0,0,0,0,14,3,2,1,0,0,0,0,77,0,73,0,0,0,0,0,0
788,"Mike","Caldwell","",70,"1949-1-22",78619,206,215,189,4,11,4,0,0,0,0,0,0,0,0,0,0,0,2,10,100,111,50,55,55,0,0,0,0,0,0,0,0,3,2,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-2,-1,0,0,0,0,15,2,2,1,0,0,0,0,87,89,21,0,0,0,0,0,0
789,"Walt","Jocketty","",67,"1951-6-12",50536,206,185,182,3,16,1,0,0,7,0,0,0,0,151,141,158,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,-3,5,0,0,0,0,14,3,3,0,0,0,0,0,50,0,0,156,0,0,0,0,0
790,"Cam","Bonifay","",66,"1952-7-21",69137,206,190,189,7,30,6,0,0,6,0,0,0,0,133,141,118,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,-1,1,-1,0,-1,-1,-1,0,0,0,-1,1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,-7,-7,-2,-5,-4,0,0,0,0,13,3,2,2,0,0,0,0,70,0,0,136,0,0,0,0,0
