park_id,dimensions_x,dimensions_y,batter_left_x,batter_left_y,batter_right_x,batter_right_y,bases_x0,bases_x1,bases_x2,bases_y0,bases_y1,bases_y2,positions_x0,positions_x1,positions_x2,positions_x3,positions_x4,positions_x5,positions_x6,positions_x7,positions_x8,positions_x9,positions_y0,positions_y1,positions_y2,positions_y3,positions_y4,positions_y5,positions_y6,positions_y7,positions_y8,positions_y9,avg,avg_l,avg_r,d,t,hr,hr_r,hr_l,temperature0,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,rain0,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,wind,wind_direction,distances0,distances1,distances2,distances3,distances4,distances5,distances6,wall_heights0,wall_heights1,wall_heights2,wall_heights3,wall_heights4,wall_heights5,wall_heights6,name,picture,picture_night,nation_id,capacity,type,foul_ground,turf,gender,relative_path_3d_model,file_name_3d_model,home_team_dugout_is_at_first_base
147,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9800,0.9800,0.9800,1.0050,1.0000,0.9200,0.9200,0.9200,50,53,56,60,65,72,78,79,74,66,57,51,2,3,3,1,0,0,0,0,0,1,1,2,8,7,338,367,409,431,405,366,336,7,7,7,7,7,7,7,"Lake Elsinore Diamond","default_grass.jpg","default_grass.jpg",0,7866,0,0,0,0,"","",1
148,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0400,1.0000,0.9450,0.9450,0.9450,36,39,47,56,64,72,76,75,68,57,47,39,3,3,4,3,4,4,3,4,3,3,3,3,8,8,325,360,385,401,385,360,325,20,20,20,20,20,20,20,"Salem Memorial Baseball Stadium","default_grass.jpg","default_grass.jpg",0,6300,0,0,0,0,"","",1
149,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,0.9950,1.0000,0.9800,0.9800,0.9800,44,47,52,58,67,75,81,80,73,63,50,43,2,3,3,2,1,0,0,0,0,1,2,2,6,6,327,361,397,425,392,355,323,9,9,9,9,9,9,9,"LoanMart Field","default_grass.jpg","default_grass.jpg",0,6200,0,0,0,0,"","",1
150,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,0.9850,1.0000,1.1400,1.1400,1.1400,32,34,44,53,63,72,77,75,67,55,46,35,3,3,4,4,3,3,3,3,3,3,3,3,9,5,320,354,390,425,401,364,327,6,6,7,9,9,17,17,"Harry Grove Stadium","default_grass.jpg","default_grass.jpg",0,5400,0,0,0,0,"","",1
151,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,1.0650,1.0000,0.9550,0.9550,0.9550,35,38,46,55,63,71,75,74,67,56,47,38,3,3,4,3,4,3,3,4,3,3,3,3,7,2,316,343,381,423,389,353,318,7,7,9,10,14,18,18,"Calvin Falwell Field","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
152,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,0.9850,1.0000,0.9900,0.9900,0.9900,35,38,47,56,66,75,79,77,71,59,49,40,3,3,4,3,3,3,3,3,3,3,3,3,9,2,326,358,403,424,398,358,323,10,10,10,10,10,10,10,"G. Richard Pfitzner Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
153,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9800,0.9800,0.9800,0.9700,1.0000,0.9200,0.9200,0.9200,32,34,43,52,63,72,77,75,68,56,46,36,3,3,4,4,3,3,3,3,3,3,3,3,9,2,325,350,375,400,375,350,325,7,7,7,7,7,7,7,"Daniel S. Frawley Stadium","default_grass.jpg","default_grass.jpg",0,6532,0,0,0,0,"","",1
154,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9850,0.9850,0.9850,0.9750,1.0000,1.0400,1.0400,1.0400,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,335,355,375,390,375,355,335,10,10,10,10,10,10,10,"Grainger Stadium","default_grass.jpg","default_grass.jpg",0,4100,0,0,0,0,"","",1
155,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9700,1.0000,0.9900,0.9900,0.9900,46,49,55,63,70,77,81,80,75,65,57,49,3,3,3,3,3,3,3,4,3,3,3,3,9,3,308,358,387,400,385,348,328,9,9,9,9,9,9,9,"TicketReturn.com Field at Pelicans Ballpark","default_grass.jpg","default_grass.jpg",0,6500,0,0,0,0,"","",1
156,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0400,1.0400,1.0400,1.0200,1.0000,1.1050,1.1050,1.1050,48,53,57,63,70,78,83,82,77,67,55,47,2,3,3,2,1,0,0,0,0,1,2,2,6,2,325,360,401,426,417,369,335,9,9,9,9,9,17,17,"The Hanger","default_grass.jpg","default_grass.jpg",0,6860,0,0,0,0,"","",1
157,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0015,0.9300,1.0400,0.9780,1.0400,0.9910,1.0400,0.9000,38,41,49,58,66,74,78,76,70,59,49,41,3,3,4,3,3,3,3,4,3,3,3,3,8,5,316,357,392,427,404,362,322,9,9,9,9,9,17,17,"BB&T Ballpark","default_grass.jpg","default_grass.jpg",0,10900,0,0,0,0,"","",1
158,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9800,1.0000,0.9900,0.9900,0.9900,63,64,68,72,76,80,82,82,81,76,71,65,3,3,3,3,3,5,5,4,6,4,3,3,8,7,329,365,389,408,375,365,330,10,10,10,10,10,10,10,"The Ballpark of the Palm Beaches","default_grass.jpg","default_grass.jpg",0,7858,0,0,0,0,"","",1
159,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,1.0050,1.0000,1.0500,1.0500,1.0500,58,60,65,69,75,80,82,82,80,74,67,61,3,3,3,3,3,4,4,4,5,3,3,3,9,2,310,327,350,408,367,340,307,7,7,7,11,11,15,15,"Jackie Robinson Ballpark","default_grass.jpg","default_grass.jpg",0,4200,0,0,0,0,"","",1
160,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,0.9950,1.0000,0.9150,0.9150,0.9150,66,67,71,74,78,81,83,83,82,78,73,68,3,3,3,3,3,5,5,5,6,4,3,3,10,8,335,360,380,400,370,350,325,7,7,7,7,7,7,7,"Roger Dean Stadium","default_grass.jpg","default_grass.jpg",0,7200,0,0,0,0,"","",1
161,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0100,1.0000,1.0100,1.0100,1.0100,66,67,71,74,78,81,83,83,82,78,73,68,3,3,3,3,3,5,5,5,6,4,3,3,10,8,338,365,385,410,385,365,338,10,10,10,10,10,10,10,"Tradition Field","default_grass.jpg","default_grass.jpg",0,7347,0,0,0,0,"","",1
162,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,64,65,68,73,77,80,81,83,81,76,69,65,3,3,3,2,2,4,4,5,4,3,2,2,8,4,332,355,398,426,377,343,322,17,17,13,9,9,9,9,"Charlotte Sports Park","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
163,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,1.0000,1.0000,1.0450,1.0450,1.0450,61,63,67,72,78,82,83,83,82,76,69,63,3,3,3,2,2,4,4,5,4,3,2,2,8,4,330,359,390,423,371,338,317,18,18,14,10,10,7,7,"Bright House Field","default_grass.jpg","default_grass.jpg",0,8500,0,0,0,0,"","",1
164,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0150,1.0150,1.0150,1.0300,1.0000,1.0500,1.0500,1.0500,61,63,67,72,78,82,83,83,82,76,69,63,3,3,3,2,2,4,4,5,4,3,2,2,8,6,330,355,380,400,363,350,336,9,9,9,13,9,9,9,"Florida Auto Exchange Stadium","default_grass.jpg","default_grass.jpg",0,5509,0,0,0,0,"","",1
165,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,0.9750,1.0000,0.9550,0.9550,0.9550,65,66,70,74,79,82,83,83,82,78,72,66,2,2,3,2,3,5,5,6,6,3,2,2,8,4,330,355,385,405,385,355,330,7,7,7,13,7,7,7,"Hammond Stadium","default_grass.jpg","default_grass.jpg",0,7500,0,0,0,0,"","",1
166,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,1.0000,1.0000,1.0200,1.0200,1.0200,61,63,67,72,77,81,82,83,81,75,69,63,2,3,3,3,3,5,5,6,5,3,3,2,9,3,335,369,402,433,399,359,326,7,7,7,7,7,7,7,"Joker Marchant Stadium","default_grass.jpg","default_grass.jpg",0,8500,0,0,0,0,"","",1
167,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9900,1.0000,0.9850,0.9850,0.9850,61,63,67,72,78,82,83,83,82,76,69,63,3,3,3,2,2,4,4,5,4,3,2,2,8,8,336,368,412,429,410,363,335,10,10,10,15,10,10,10,"George M. Steinbrenner Field","default_grass.jpg","default_grass.jpg",0,11026,0,0,0,0,"","",1
168,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9850,0.9850,0.9850,0.9600,1.0000,1.0150,1.0150,1.0150,22,24,34,46,57,66,70,68,61,49,38,27,5,4,4,4,3,4,3,3,3,3,4,5,10,8,332,350,375,400,373,352,325,9,9,9,9,9,9,9,"Dow Diamond","default_grass.jpg","default_grass.jpg",0,3500,0,0,0,0,"","",1
169,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9850,1.0000,1.0450,1.0450,1.0450,26,30,40,51,61,70,74,72,65,54,42,31,4,4,4,4,4,4,3,3,3,3,4,4,10,6,320,350,375,400,375,350,320,8,8,8,8,8,8,8,"Fifth Third Field","default_grass.jpg","default_grass.jpg",0,10300,0,0,0,0,"","",1
170,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,24,27,38,49,60,70,73,71,64,52,41,29,4,3,4,4,4,3,3,3,3,3,4,4,10,4,320,360,380,400,380,360,320,6,6,9,9,13,17,17,"Parkview Field","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
171,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0150,1.0000,1.0300,1.0300,1.0300,22,24,34,46,57,66,70,68,61,49,38,27,5,4,4,4,3,4,3,3,3,3,4,5,10,6,305,345,375,402,375,345,305,9,9,9,9,9,9,9,"Cooley Law School Stadium","default_grass.jpg","default_grass.jpg",0,11000,0,0,0,0,"","",1
172,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9850,0.9850,0.9850,1.1370,1.0310,0.8080,0.8080,0.8080,23,27,38,48,60,69,73,71,63,52,40,29,5,4,5,4,4,4,3,3,3,3,4,5,10,7,336,372,397,420,397,372,336,16,16,12,33,12,16,16,"Four Winds Field at Coveleski Stadium","default_grass.jpg","default_grass.jpg",0,5000,0,0,0,0,"","",1
173,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9800,1.0000,0.9300,0.9300,0.9300,22,25,35,46,58,67,71,69,61,50,38,28,5,4,4,4,3,3,3,3,3,3,5,5,10,7,331,357,397,424,395,361,327,9,9,9,9,9,9,9,"Fifth Third Ballpark","default_grass.jpg","default_grass.jpg",0,11123,0,0,0,0,"","",1
174,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,1.0250,1.0000,1.0200,1.0200,1.0200,19,25,36,48,60,69,73,71,63,51,37,24,3,3,4,4,4,3,3,3,3,3,3,3,10,2,325,345,365,380,365,345,325,9,9,9,9,9,9,9,"Harry C. Pohlman Field","default_grass.jpg","default_grass.jpg",0,3501,0,0,0,0,"","",1
175,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,1.0050,1.0000,1.0050,1.0050,1.0050,20,27,38,51,62,71,76,74,65,53,38,25,3,3,3,4,4,4,3,3,3,3,3,3,11,3,338,355,375,403,375,340,318,10,10,10,10,10,10,10,"Community Field","default_grass.jpg","default_grass.jpg",0,3200,0,0,0,0,"","",1
176,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,0.9900,1.0000,0.9900,0.9900,0.9900,16,23,35,48,60,70,74,71,63,50,35,22,3,3,3,3,4,4,3,3,3,3,3,3,11,4,315,350,378,400,390,365,325,9,9,9,9,9,9,9,"Veterans Memorial Stadium","default_grass.jpg","default_grass.jpg",0,5300,0,0,0,0,"","",1
177,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,1.0000,1.0000,1.0650,1.0650,1.0650,42,45,53,61,69,77,80,79,73,62,52,44,3,3,4,3,3,3,3,3,3,3,3,3,7,8,336,375,422,431,417,365,329,9,9,9,9,9,9,9,"L.P. Frans Stadium","default_grass.jpg","default_grass.jpg",0,5092,0,0,0,0,"","",1
178,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0250,1.0250,1.0250,1.0000,1.0000,1.0250,1.0250,1.0250,22,27,37,48,59,68,73,72,64,52,39,27,3,3,4,4,3,3,3,3,3,3,4,3,10,8,335,360,385,400,385,360,335,8,8,8,8,8,8,8,"Fifth Third Bank Ballpark","default_grass.jpg","default_grass.jpg",0,7400,0,0,0,0,"","",1
179,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,1.0000,1.0000,0.9900,0.9900,0.9900,23,28,40,51,62,71,75,73,65,53,40,28,3,3,4,4,4,3,3,3,3,3,3,3,10,8,310,345,375,400,375,345,310,8,8,8,8,8,8,8,"Dozer Park","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
180,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,1.0300,1.0000,1.1100,1.1100,1.1100,20,27,38,51,62,71,76,74,65,53,38,25,3,3,3,4,4,4,3,3,3,3,3,3,11,6,343,370,385,400,370,345,318,9,9,9,9,9,9,9,"Modern Woodmen Park","default_grass.jpg","default_grass.jpg",0,4024,0,0,0,0,"","",1
181,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,1.0050,1.0000,1.0000,1.0000,1.0000,20,27,38,51,62,71,76,74,65,53,38,25,3,3,3,4,4,4,3,3,3,3,3,3,11,7,340,378,422,438,420,374,331,9,9,9,13,9,9,9,"Ashford University Field","default_grass.jpg","default_grass.jpg",0,4000,0,0,0,0,"","",1
182,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9750,0.9750,0.9750,0.9650,1.0000,0.9450,0.9450,0.9450,37,38,44,53,63,71,77,74,69,57,47,37,3,3,4,3,3,3,3,3,3,3,3,3,9,2,324,357,393,422,381,347,314,9,9,9,9,9,9,9,"Arthur W. Perdue Stadium","default_grass.jpg","default_grass.jpg",0,5200,0,0,0,0,"","",1
183,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,1.0150,1.0000,1.0050,1.0050,1.0050,30,33,41,52,62,71,75,73,65,54,44,34,3,3,4,4,3,3,3,3,3,3,3,3,9,5,328,355,390,418,382,345,318,9,9,9,9,9,9,9,"Municipal Stadium","default_grass.jpg","default_grass.jpg",0,4600,0,0,0,0,"","",1
184,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,1.0300,1.0000,1.0000,1.0000,1.0000,33,37,45,54,62,70,74,73,66,55,46,38,5,5,5,5,4,4,4,4,3,3,4,5,6,3,330,360,380,400,375,350,320,7,7,7,7,7,7,7,"Appalachian Power Park","default_grass.jpg","default_grass.jpg",0,6200,0,0,0,0,"","",1
185,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,0.9950,1.0000,1.0400,1.0400,1.0400,26,28,38,48,59,68,72,70,63,52,42,31,6,5,5,5,4,4,3,3,3,3,5,5,11,5,336,367,415,430,385,350,327,17,17,13,9,8,6,6,"Classic Park","default_grass.jpg","default_grass.jpg",0,7273,0,0,0,0,"","",1
186,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,1.0250,1.0000,0.9000,0.9000,0.9000,32,34,42,51,61,70,75,74,66,55,46,37,3,3,4,4,3,3,3,3,3,3,3,3,10,8,315,335,378,417,387,355,322,6,6,8,9,13,17,17,"First Energy Park","default_grass.jpg","default_grass.jpg",0,6588,0,0,0,0,"","",1
187,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,0.9900,1.0000,1.0400,1.0400,1.0400,32,36,46,55,64,72,76,75,68,57,46,36,4,4,4,4,4,4,3,3,3,3,4,4,9,2,326,363,394,425,387,353,325,7,7,7,7,7,7,7,"Whitaker Bank Ballpark","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
188,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0050,1.0000,0.9750,0.9750,0.9750,16,21,31,44,56,65,70,68,59,47,34,21,3,3,4,4,3,4,3,3,3,3,3,3,10,1,325,350,375,400,375,350,325,9,9,9,14,9,9,9,"Neuroscience Feild at Fox Cities Stadium","default_grass.jpg","default_grass.jpg",0,10052,0,0,0,0,"","",1
189,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,0.9950,1.0000,1.1150,1.1150,1.1150,38,41,49,58,66,74,78,76,70,59,49,41,3,3,4,3,3,3,3,4,3,3,3,3,8,3,324,356,400,425,413,370,328,9,9,9,9,13,17,17,"NewBridge Bank Park","default_grass.jpg","default_grass.jpg",0,7499,0,0,0,0,"","",1
190,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0250,1.0250,1.0250,1.0400,1.0000,1.0900,1.0900,1.0900,36,39,46,54,62,69,73,72,66,55,46,39,3,3,4,3,4,4,4,4,3,3,3,3,7,5,326,350,370,373,320,310,297,8,8,8,8,8,36,36,"McCormick Field","default_grass.jpg","default_grass.jpg",0,4000,0,0,0,0,"","",1
191,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,0.9850,1.0000,0.8900,0.8900,0.8900,45,48,56,62,71,78,81,79,74,63,54,47,3,3,3,3,3,3,3,3,3,2,3,3,6,2,330,363,399,425,399,360,321,10,10,10,16,10,10,10,"Lake Olmstead Stadium","default_grass.jpg","default_grass.jpg",0,4400,0,0,0,0,"","",1
192,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0100,1.0100,1.0100,1.0200,1.0000,1.0550,1.0550,1.0550,41,44,52,59,67,75,79,78,71,61,51,44,3,3,4,3,3,3,3,4,3,3,3,3,7,7,310,352,379,390,420,380,302,30,30,30,15,15,4,4,"Fluor Field at the West End","default_grass.jpg","default_grass.jpg",0,5700,0,0,0,0,"","",1
193,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,0.9950,1.0000,0.9150,0.9150,0.9150,48,51,58,64,72,78,82,81,76,66,58,51,3,3,3,3,3,4,3,5,3,2,3,3,9,2,339,390,431,437,410,362,334,17,17,13,9,9,9,9,"Joseph P. Riley, Jr. Park","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
194,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,37,41,50,59,67,75,79,78,71,60,49,41,3,4,4,4,3,3,3,3,3,3,3,3,8,5,326,346,384,419,371,339,315,9,9,9,9,9,9,9,"Bowling Green Ballpark","default_grass.jpg","default_grass.jpg",0,5700,0,0,0,0,"","",1
195,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0050,1.0050,1.0050,1.0100,1.0000,0.9550,0.9550,0.9550,42,45,53,61,69,77,80,79,73,62,52,44,3,3,4,3,3,3,3,3,3,3,3,3,7,2,300,340,375,400,375,335,310,7,7,7,7,7,7,7,"CMC-NorthEast Stadium","default_grass.jpg","default_grass.jpg",0,4700,0,0,0,0,"","",1
196,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0248,1.0320,1.0210,0.9990,1.1150,0.9050,0.9050,0.9050,43,47,54,62,70,77,80,79,73,63,53,45,3,3,4,3,3,3,3,4,3,2,3,3,9,1,335,357,379,401,377,353,330,7,7,7,12,7,7,7,"State Mutual Stadium","default_grass.jpg","default_grass.jpg",0,5105,0,0,0,0,"","",1
197,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9850,0.9850,0.9850,0.9750,1.0000,0.9900,0.9900,0.9900,49,53,59,65,73,79,82,81,77,67,59,51,3,3,3,3,3,4,4,5,3,2,3,3,8,3,323,351,386,420,377,345,317,10,10,10,10,10,10,10,"Spirit Communications Park","default_grass.jpg","default_grass.jpg",0,7501,0,0,0,0,"","",1
198,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9900,0.9900,0.9900,0.9800,1.0000,1.0000,1.0000,1.0000,32,36,44,53,63,72,77,75,67,55,46,37,3,3,4,4,3,3,3,3,3,3,3,3,9,5,339,378,417,439,415,365,331,10,10,10,10,10,10,10,"Ripken Stadium","default_grass.jpg","default_grass.jpg",0,6000,0,0,0,0,"","",1
199,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,1.0250,1.0000,0.9950,0.9950,0.9950,33,35,42,52,62,72,77,76,69,58,48,38,3,3,4,4,3,3,3,3,3,3,3,3,12,6,327,360,403,427,396,359,330,9,9,9,9,9,9,9,"MCU Park","default_grass.jpg","default_grass.jpg",0,7500,0,0,0,0,"","",1
200,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,1.0200,1.0000,0.9350,0.9350,0.9350,26,29,38,49,60,69,74,72,63,52,42,31,3,3,4,4,4,4,3,3,3,3,4,4,8,7,328,363,401,426,395,357,329,10,10,10,10,10,10,10,"Dutchess Stadium","default_grass.jpg","default_grass.jpg",0,4494,0,0,0,0,"","",1
201,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,0.9850,1.0000,1.0450,1.0450,1.0450,32,34,41,50,60,69,75,74,67,57,47,37,3,3,4,4,4,3,3,3,3,3,3,3,12,8,328,360,399,431,393,353,326,10,10,10,10,10,10,10,"Richmond County Bank Ballpark","default_grass.jpg","default_grass.jpg",0,7171,0,0,0,0,"","",1
202,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9950,0.9950,0.9950,1.0050,1.0000,0.9850,0.9850,0.9850,23,25,34,45,57,66,71,69,61,50,40,29,7,6,6,5,4,4,3,3,4,4,6,7,9,7,333,376,416,438,413,373,336,10,10,10,14,10,10,10,"Falcon Park","default_grass.jpg","default_grass.jpg",0,2800,0,0,0,0,"","",1
203,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0150,1.0150,1.0150,1.0560,1.0000,0.9500,0.9500,0.9500,24,25,34,45,57,66,71,69,61,50,40,29,6,6,5,4,4,4,3,3,4,4,5,6,10,4,320,344,376,420,377,348,317,10,10,10,10,10,10,10,"Dwyer Stadium","default_grass.jpg","default_grass.jpg",0,2600,0,0,0,0,"","",1
