league_id,start_date,type,event_over,deleted,name,gender,needs_human_action
164,"2019-8-12",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
164,"2019-8-19",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
164,"2019-8-26",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
165,"2019-7-15",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
165,"2019-7-22",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
165,"2019-7-29",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
165,"2019-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
165,"2019-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
165,"2019-8-5",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
165,"2019-8-12",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
165,"2019-8-19",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
165,"2019-8-26",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
165,"2019-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
165,"2019-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
165,"2019-8-31",13,0,0,"Regular Season Ends",0,0
165,"2019-9-2",15,0,0,"PLAYOFFS BEGIN",0,0
176,"2019-6-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
166,"2019-7-1",101,0,0,"Batter of the Month Award Announcement",0,0
166,"2019-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
166,"2019-7-8",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
166,"2019-7-15",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
166,"2019-7-22",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
166,"2019-7-29",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
166,"2019-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
166,"2019-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
166,"2019-8-5",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
166,"2019-8-12",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
166,"2019-8-19",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
166,"2019-8-26",104,0,0,"Player of the Week Award Announcement, Week no. 34",0,0
166,"2019-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
166,"2019-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
166,"2019-9-2",104,0,0,"Player of the Week Award Announcement, Week no. 35",0,0
167,"2019-5-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
167,"2019-5-1",103,0,1,"Rookie of the Month Award Announcement",0,0
167,"2019-5-6",104,0,1,"Player of the Week Award Announcement, Week no. 18",0,0
167,"2019-5-13",104,0,1,"Player of the Week Award Announcement, Week no. 19",0,0
167,"2019-5-20",104,0,1,"Player of the Week Award Announcement, Week no. 20",0,0
167,"2019-5-27",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
167,"2019-6-1",101,0,1,"Batter of the Month Award Announcement",0,0
167,"2019-6-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
167,"2019-6-1",103,0,1,"Rookie of the Month Award Announcement",0,0
167,"2019-6-3",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
167,"2019-6-10",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
167,"2019-6-17",104,0,1,"Player of the Week Award Announcement, Week no. 24",0,0
167,"2019-6-24",104,0,1,"Player of the Week Award Announcement, Week no. 25",0,0
167,"2019-7-1",104,0,1,"Player of the Week Award Announcement, Week no. 26",0,0
167,"2019-7-1",101,0,1,"Batter of the Month Award Announcement",0,0
167,"2019-7-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
167,"2019-7-1",103,0,1,"Rookie of the Month Award Announcement",0,0
167,"2019-7-8",104,0,1,"Player of the Week Award Announcement, Week no. 27",0,0
167,"2019-7-15",104,0,1,"Player of the Week Award Announcement, Week no. 28",0,0
167,"2019-7-22",104,0,1,"Player of the Week Award Announcement, Week no. 29",0,0
167,"2019-7-29",104,0,1,"Player of the Week Award Announcement, Week no. 30",0,0
167,"2019-8-1",101,0,1,"Batter of the Month Award Announcement",0,0
167,"2019-8-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
167,"2019-8-1",103,0,1,"Rookie of the Month Award Announcement",0,0
167,"2019-8-5",104,0,1,"Player of the Week Award Announcement, Week no. 31",0,0
167,"2019-8-12",104,0,1,"Player of the Week Award Announcement, Week no. 32",0,0
167,"2019-8-19",104,0,1,"Player of the Week Award Announcement, Week no. 33",0,0
167,"2019-8-26",104,0,1,"Player of the Week Award Announcement, Week no. 34",0,0
167,"2019-9-1",101,0,1,"Batter of the Month Award Announcement",0,0
167,"2019-9-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
167,"2019-9-1",103,0,1,"Rookie of the Month Award Announcement",0,0
167,"2019-9-2",104,0,1,"Player of the Week Award Announcement, Week no. 35",0,0
167,"2019-9-9",104,0,1,"Player of the Week Award Announcement, Week no. 36",0,0
167,"2019-9-16",104,0,1,"Player of the Week Award Announcement, Week no. 37",0,0
167,"2019-9-23",104,0,1,"Player of the Week Award Announcement, Week no. 38",0,0
167,"2019-10-1",101,0,1,"Batter of the Month Award Announcement",0,0
167,"2019-10-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
167,"2019-10-1",103,0,1,"Rookie of the Month Award Announcement",0,0
167,"2019-11-15",2,0,1,"First-Year Player Draft",0,1
167,"2019-10-16",3,0,1,"Draft Pool Announcement",0,0
167,"2019-7-31",5,0,1,"Trading Deadline",0,0
167,"2019-9-27",13,0,1,"Regular Season Ends",0,0
167,"2019-9-29",15,0,1,"PLAYOFFS BEGIN",0,0
182,"2019-4-29",104,0,1,"Player of the Week Award Announcement, Week no. 17",0,0
168,"2019-4-1",101,0,1,"Batter of the Month Award Announcement",0,0
168,"2019-4-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
168,"2019-4-8",104,0,1,"Player of the Week Award Announcement, Week no. 14",0,0
168,"2019-4-15",104,0,1,"Player of the Week Award Announcement, Week no. 15",0,0
168,"2019-4-22",104,0,1,"Player of the Week Award Announcement, Week no. 16",0,0
168,"2019-4-29",104,0,1,"Player of the Week Award Announcement, Week no. 17",0,0
168,"2019-5-1",101,0,1,"Batter of the Month Award Announcement",0,0
168,"2019-5-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
168,"2019-5-6",104,0,1,"Player of the Week Award Announcement, Week no. 18",0,0
168,"2019-5-13",104,0,1,"Player of the Week Award Announcement, Week no. 19",0,0
168,"2019-5-20",104,0,1,"Player of the Week Award Announcement, Week no. 20",0,0
168,"2019-5-27",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
168,"2019-6-1",101,0,1,"Batter of the Month Award Announcement",0,0
168,"2019-6-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
168,"2019-6-3",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
168,"2019-6-10",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
168,"2019-6-17",104,0,1,"Player of the Week Award Announcement, Week no. 24",0,0
168,"2019-6-24",104,0,1,"Player of the Week Award Announcement, Week no. 25",0,0
168,"2019-7-1",104,0,1,"Player of the Week Award Announcement, Week no. 26",0,0
168,"2019-7-1",101,0,1,"Batter of the Month Award Announcement",0,0
168,"2019-7-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
168,"2019-7-8",104,0,1,"Player of the Week Award Announcement, Week no. 27",0,0
168,"2019-7-15",104,0,1,"Player of the Week Award Announcement, Week no. 28",0,0
168,"2019-7-22",104,0,1,"Player of the Week Award Announcement, Week no. 29",0,0
168,"2019-7-29",104,0,1,"Player of the Week Award Announcement, Week no. 30",0,0
119,"2019-5-1",101,0,1,"Batter of the Month Award Announcement",0,0
119,"2019-5-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
119,"2019-5-1",103,0,1,"Rookie of the Month Award Announcement",0,0
119,"2019-5-6",104,0,1,"Player of the Week Award Announcement, Week no. 18",0,0
119,"2019-5-13",104,0,1,"Player of the Week Award Announcement, Week no. 19",0,0
119,"2019-5-20",104,0,1,"Player of the Week Award Announcement, Week no. 20",0,0
119,"2019-5-27",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
119,"2019-6-1",101,0,1,"Batter of the Month Award Announcement",0,0
119,"2019-6-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
119,"2019-6-1",103,0,1,"Rookie of the Month Award Announcement",0,0
119,"2019-6-3",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
119,"2019-6-10",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
119,"2019-6-17",104,0,1,"Player of the Week Award Announcement, Week no. 24",0,0
119,"2019-6-24",104,0,1,"Player of the Week Award Announcement, Week no. 25",0,0
119,"2019-7-1",104,0,1,"Player of the Week Award Announcement, Week no. 26",0,0
119,"2019-7-1",101,0,1,"Batter of the Month Award Announcement",0,0
119,"2019-7-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
119,"2019-7-1",103,0,1,"Rookie of the Month Award Announcement",0,0
119,"2019-7-8",104,0,1,"Player of the Week Award Announcement, Week no. 27",0,0
119,"2019-7-15",104,0,1,"Player of the Week Award Announcement, Week no. 28",0,0
119,"2019-7-22",104,0,1,"Player of the Week Award Announcement, Week no. 29",0,0
119,"2019-7-29",104,0,1,"Player of the Week Award Announcement, Week no. 30",0,0
119,"2019-8-1",101,0,1,"Batter of the Month Award Announcement",0,0
119,"2019-8-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
119,"2019-8-1",103,0,1,"Rookie of the Month Award Announcement",0,0
119,"2019-8-5",104,0,1,"Player of the Week Award Announcement, Week no. 31",0,0
119,"2019-8-12",104,0,1,"Player of the Week Award Announcement, Week no. 32",0,0
119,"2019-8-19",104,0,1,"Player of the Week Award Announcement, Week no. 33",0,0
119,"2019-8-26",104,0,1,"Player of the Week Award Announcement, Week no. 34",0,0
119,"2019-9-1",101,0,1,"Batter of the Month Award Announcement",0,0
119,"2019-9-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
119,"2019-9-1",103,0,1,"Rookie of the Month Award Announcement",0,0
119,"2019-9-2",104,0,1,"Player of the Week Award Announcement, Week no. 35",0,0
119,"2019-9-9",104,0,1,"Player of the Week Award Announcement, Week no. 36",0,0
119,"2019-9-1",9,0,1,"Roster Expansion",0,0
119,"2019-9-15",2,0,1,"First-Year Player Draft",0,1
119,"2019-8-16",3,0,1,"Draft Pool Announcement",0,0
119,"2019-7-31",5,0,1,"Trading Deadline",0,0
119,"2019-9-13",13,0,1,"Regular Season Ends",0,0
119,"2019-9-15",15,0,1,"PLAYOFFS BEGIN",0,0
170,"2019-4-22",104,0,1,"Player of the Week Award Announcement, Week no. 16",0,0
170,"2019-4-29",104,0,1,"Player of the Week Award Announcement, Week no. 17",0,0
126,"2019-5-6",104,0,1,"Player of the Week Award Announcement, Week no. 18",0,0
170,"2019-5-1",101,0,1,"Batter of the Month Award Announcement",0,0
170,"2019-5-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
170,"2019-5-6",104,0,1,"Player of the Week Award Announcement, Week no. 18",0,0
170,"2019-5-13",104,0,1,"Player of the Week Award Announcement, Week no. 19",0,0
170,"2019-5-20",104,0,1,"Player of the Week Award Announcement, Week no. 20",0,0
170,"2019-5-27",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
170,"2019-6-1",101,0,1,"Batter of the Month Award Announcement",0,0
170,"2019-6-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
170,"2019-6-3",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
170,"2019-6-10",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
170,"2019-6-17",104,0,1,"Player of the Week Award Announcement, Week no. 24",0,0
170,"2019-6-24",104,0,1,"Player of the Week Award Announcement, Week no. 25",0,0
170,"2019-7-1",104,0,1,"Player of the Week Award Announcement, Week no. 26",0,0
170,"2019-7-1",101,0,1,"Batter of the Month Award Announcement",0,0
170,"2019-7-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
170,"2019-7-8",104,0,1,"Player of the Week Award Announcement, Week no. 27",0,0
170,"2019-7-15",104,0,1,"Player of the Week Award Announcement, Week no. 28",0,0
170,"2019-7-22",104,0,1,"Player of the Week Award Announcement, Week no. 29",0,0
170,"2019-7-29",104,0,1,"Player of the Week Award Announcement, Week no. 30",0,0
170,"2019-8-1",101,0,1,"Batter of the Month Award Announcement",0,0
170,"2019-8-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
170,"2019-8-5",104,0,1,"Player of the Week Award Announcement, Week no. 31",0,0
123,"2019-5-1",101,0,1,"Batter of the Month Award Announcement",0,0
123,"2019-5-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
123,"2019-5-1",103,0,1,"Rookie of the Month Award Announcement",0,0
123,"2019-5-6",104,0,1,"Player of the Week Award Announcement, Week no. 18",0,0
123,"2019-5-13",104,0,1,"Player of the Week Award Announcement, Week no. 19",0,0
123,"2019-5-20",104,0,1,"Player of the Week Award Announcement, Week no. 20",0,0
123,"2019-5-27",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
123,"2019-6-1",101,0,1,"Batter of the Month Award Announcement",0,0
123,"2019-6-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
123,"2019-6-1",103,0,1,"Rookie of the Month Award Announcement",0,0
123,"2019-6-3",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
123,"2019-6-10",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
123,"2019-6-17",104,0,1,"Player of the Week Award Announcement, Week no. 24",0,0
123,"2019-6-24",104,0,1,"Player of the Week Award Announcement, Week no. 25",0,0
123,"2019-7-1",104,0,1,"Player of the Week Award Announcement, Week no. 26",0,0
123,"2019-7-1",101,0,1,"Batter of the Month Award Announcement",0,0
123,"2019-7-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
123,"2019-7-1",103,0,1,"Rookie of the Month Award Announcement",0,0
123,"2019-7-8",104,0,1,"Player of the Week Award Announcement, Week no. 27",0,0
123,"2019-7-15",104,0,1,"Player of the Week Award Announcement, Week no. 28",0,0
123,"2019-7-22",104,0,1,"Player of the Week Award Announcement, Week no. 29",0,0
123,"2019-7-29",104,0,1,"Player of the Week Award Announcement, Week no. 30",0,0
123,"2019-8-1",101,0,1,"Batter of the Month Award Announcement",0,0
123,"2019-8-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
123,"2019-8-1",103,0,1,"Rookie of the Month Award Announcement",0,0
123,"2019-8-5",104,0,1,"Player of the Week Award Announcement, Week no. 31",0,0
123,"2019-8-12",104,0,1,"Player of the Week Award Announcement, Week no. 32",0,0
123,"2019-8-19",104,0,1,"Player of the Week Award Announcement, Week no. 33",0,0
123,"2019-8-26",104,0,1,"Player of the Week Award Announcement, Week no. 34",0,0
123,"2019-9-1",101,0,1,"Batter of the Month Award Announcement",0,0
123,"2019-9-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
123,"2019-9-1",103,0,1,"Rookie of the Month Award Announcement",0,0
123,"2019-9-2",104,0,1,"Player of the Week Award Announcement, Week no. 35",0,0
123,"2019-9-9",104,0,1,"Player of the Week Award Announcement, Week no. 36",0,0
123,"2019-9-16",104,0,1,"Player of the Week Award Announcement, Week no. 37",0,0
123,"2019-9-23",104,0,1,"Player of the Week Award Announcement, Week no. 38",0,0
123,"2019-10-1",101,0,1,"Batter of the Month Award Announcement",0,0
123,"2019-10-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
123,"2019-10-1",103,0,1,"Rookie of the Month Award Announcement",0,0
123,"2019-12-28",2,0,1,"First-Year Player Draft",0,1
123,"2019-11-28",3,0,1,"Draft Pool Announcement",0,0
123,"2019-7-1",5,0,1,"Trading Deadline",0,0
123,"2019-9-29",13,0,1,"Regular Season Ends",0,0
123,"2019-10-1",15,0,1,"PLAYOFFS BEGIN",0,0
138,"2019-6-1",103,0,1,"Rookie of the Month Award Announcement",0,0
172,"2019-4-15",104,0,1,"Player of the Week Award Announcement, Week no. 15",0,0
172,"2019-4-22",104,0,1,"Player of the Week Award Announcement, Week no. 16",0,0
172,"2019-4-29",104,0,1,"Player of the Week Award Announcement, Week no. 17",0,0
172,"2019-5-1",101,0,1,"Batter of the Month Award Announcement",0,0
172,"2019-5-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
172,"2019-5-6",104,0,1,"Player of the Week Award Announcement, Week no. 18",0,0
172,"2019-5-13",104,0,1,"Player of the Week Award Announcement, Week no. 19",0,0
172,"2019-5-20",104,0,1,"Player of the Week Award Announcement, Week no. 20",0,0
172,"2019-5-27",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
172,"2019-6-1",101,0,1,"Batter of the Month Award Announcement",0,0
172,"2019-6-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
172,"2019-6-3",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
172,"2019-6-10",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
126,"2019-5-13",104,0,1,"Player of the Week Award Announcement, Week no. 19",0,0
126,"2019-5-20",104,0,1,"Player of the Week Award Announcement, Week no. 20",0,0
126,"2019-5-27",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
126,"2019-6-1",101,0,1,"Batter of the Month Award Announcement",0,0
126,"2019-6-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
126,"2019-6-1",103,0,1,"Rookie of the Month Award Announcement",0,0
126,"2019-6-3",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
126,"2019-6-10",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
126,"2019-6-17",104,0,1,"Player of the Week Award Announcement, Week no. 24",0,0
126,"2019-6-24",104,0,1,"Player of the Week Award Announcement, Week no. 25",0,0
126,"2019-7-1",104,0,1,"Player of the Week Award Announcement, Week no. 26",0,0
126,"2019-7-1",101,0,1,"Batter of the Month Award Announcement",0,0
126,"2019-7-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
126,"2019-7-1",103,0,1,"Rookie of the Month Award Announcement",0,0
126,"2019-7-8",104,0,1,"Player of the Week Award Announcement, Week no. 27",0,0
126,"2019-7-15",104,0,1,"Player of the Week Award Announcement, Week no. 28",0,0
126,"2019-7-22",104,0,1,"Player of the Week Award Announcement, Week no. 29",0,0
126,"2019-7-29",104,0,1,"Player of the Week Award Announcement, Week no. 30",0,0
126,"2019-8-1",101,0,1,"Batter of the Month Award Announcement",0,0
126,"2019-8-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
126,"2019-8-1",103,0,1,"Rookie of the Month Award Announcement",0,0
126,"2019-8-5",104,0,1,"Player of the Week Award Announcement, Week no. 31",0,0
126,"2019-8-12",104,0,1,"Player of the Week Award Announcement, Week no. 32",0,0
126,"2019-8-19",104,0,1,"Player of the Week Award Announcement, Week no. 33",0,0
126,"2019-8-26",104,0,1,"Player of the Week Award Announcement, Week no. 34",0,0
126,"2019-9-1",101,0,1,"Batter of the Month Award Announcement",0,0
126,"2019-9-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
126,"2019-9-1",103,0,1,"Rookie of the Month Award Announcement",0,0
126,"2019-7-5",9,0,1,"Roster Expansion",0,0
184,"2019-6-24",104,0,1,"Player of the Week Award Announcement, Week no. 25",0,0
128,"2019-12-2",104,0,1,"Player of the Week Award Announcement, Week no. 48",0,0
128,"2019-12-9",104,0,1,"Player of the Week Award Announcement, Week no. 49",0,0
128,"2019-12-16",104,0,1,"Player of the Week Award Announcement, Week no. 50",0,0
128,"2019-12-23",104,0,1,"Player of the Week Award Announcement, Week no. 51",0,0
128,"2019-12-30",104,0,1,"Player of the Week Award Announcement, Week no. 52",0,0
128,"2020-1-1",101,0,1,"Batter of the Month Award Announcement",0,0
128,"2020-1-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
128,"2020-1-1",103,0,1,"Rookie of the Month Award Announcement",0,0
128,"2020-1-6",104,0,1,"Player of the Week Award Announcement, Week no. 1",0,0
128,"2020-1-13",104,0,1,"Player of the Week Award Announcement, Week no. 2",0,0
128,"2020-1-20",104,0,1,"Player of the Week Award Announcement, Week no. 3",0,0
128,"2020-1-27",104,0,1,"Player of the Week Award Announcement, Week no. 4",0,0
128,"2020-2-1",101,0,1,"Batter of the Month Award Announcement",0,0
128,"2020-2-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
128,"2020-2-1",103,0,1,"Rookie of the Month Award Announcement",0,0
128,"2020-2-3",104,0,1,"Player of the Week Award Announcement, Week no. 5",0,0
128,"2020-2-10",104,0,1,"Player of the Week Award Announcement, Week no. 6",0,0
128,"2020-2-17",104,0,1,"Player of the Week Award Announcement, Week no. 7",0,0
128,"2020-3-1",101,0,1,"Batter of the Month Award Announcement",0,0
128,"2020-3-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
128,"2020-3-1",103,0,1,"Rookie of the Month Award Announcement",0,0
128,"2019-8-15",2,0,1,"First-Year Player Draft",0,1
128,"2019-7-16",3,0,1,"Draft Pool Announcement",0,0
128,"2020-2-19",13,0,1,"Regular Season Ends",0,0
128,"2020-2-21",15,0,1,"PLAYOFFS BEGIN",0,0
130,"2019-6-1",101,0,1,"Batter of the Month Award Announcement",0,0
130,"2019-6-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
130,"2019-6-1",103,0,1,"Rookie of the Month Award Announcement",0,0
130,"2019-6-3",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
130,"2019-6-10",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
176,"2019-6-1",103,0,1,"Rookie of the Month Award Announcement",0,0
176,"2019-6-3",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
176,"2019-6-10",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
176,"2019-6-17",104,0,1,"Player of the Week Award Announcement, Week no. 24",0,0
176,"2019-6-24",104,0,1,"Player of the Week Award Announcement, Week no. 25",0,0
176,"2019-7-1",104,0,1,"Player of the Week Award Announcement, Week no. 26",0,0
183,"2019-5-1",101,0,1,"Batter of the Month Award Announcement",0,0
183,"2019-5-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
176,"2019-7-1",101,0,1,"Batter of the Month Award Announcement",0,0
176,"2019-7-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
176,"2019-7-1",103,0,1,"Rookie of the Month Award Announcement",0,0
176,"2019-7-8",104,0,1,"Player of the Week Award Announcement, Week no. 27",0,0
176,"2019-7-15",104,0,1,"Player of the Week Award Announcement, Week no. 28",0,0
176,"2019-7-22",104,0,1,"Player of the Week Award Announcement, Week no. 29",0,0
177,"2019-6-24",104,0,0,"Player of the Week Award Announcement, Week no. 25",0,0
177,"2019-7-1",104,0,0,"Player of the Week Award Announcement, Week no. 26",0,0
177,"2019-7-1",101,0,0,"Batter of the Month Award Announcement",0,0
177,"2019-7-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
177,"2019-7-8",104,0,0,"Player of the Week Award Announcement, Week no. 27",0,0
177,"2019-7-15",104,0,0,"Player of the Week Award Announcement, Week no. 28",0,0
183,"2019-5-1",103,0,1,"Rookie of the Month Award Announcement",0,0
183,"2019-5-6",104,0,1,"Player of the Week Award Announcement, Week no. 18",0,0
183,"2019-5-13",104,0,1,"Player of the Week Award Announcement, Week no. 19",0,0
183,"2019-5-20",104,0,1,"Player of the Week Award Announcement, Week no. 20",0,0
183,"2019-5-27",104,0,1,"Player of the Week Award Announcement, Week no. 21",0,0
183,"2019-6-1",101,0,1,"Batter of the Month Award Announcement",0,0
183,"2019-6-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
183,"2019-6-1",103,0,1,"Rookie of the Month Award Announcement",0,0
183,"2019-6-3",104,0,1,"Player of the Week Award Announcement, Week no. 22",0,0
183,"2019-6-10",104,0,1,"Player of the Week Award Announcement, Week no. 23",0,0
183,"2019-6-17",104,0,1,"Player of the Week Award Announcement, Week no. 24",0,0
183,"2019-7-1",101,0,1,"Batter of the Month Award Announcement",0,0
183,"2019-7-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
183,"2019-7-1",103,0,1,"Rookie of the Month Award Announcement",0,0
183,"2019-6-8",5,0,1,"Trading Deadline",0,0
183,"2019-6-23",13,0,1,"Regular Season Ends",0,0
177,"2019-7-22",104,0,0,"Player of the Week Award Announcement, Week no. 29",0,0
177,"2019-7-29",104,0,0,"Player of the Week Award Announcement, Week no. 30",0,0
177,"2019-8-1",101,0,0,"Batter of the Month Award Announcement",0,0
177,"2019-8-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
177,"2019-8-5",104,0,0,"Player of the Week Award Announcement, Week no. 31",0,0
177,"2019-8-12",104,0,0,"Player of the Week Award Announcement, Week no. 32",0,0
177,"2019-8-19",104,0,0,"Player of the Week Award Announcement, Week no. 33",0,0
177,"2019-9-1",101,0,0,"Batter of the Month Award Announcement",0,0
150,"2019-1-5",30,0,0,"Hall of Fame Voting Results",0,0
177,"2019-9-1",102,0,0,"Pitcher of the Month Award Announcement",0,0
177,"2019-8-25",13,0,0,"Regular Season Ends",0,0
161,"2019-9-2",13,0,0,"Regular Season Ends",0,0
134,"2019-12-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
134,"2019-12-1",103,0,1,"Rookie of the Month Award Announcement",0,0
134,"2019-12-2",104,0,1,"Player of the Week Award Announcement, Week no. 48",0,0
134,"2019-12-9",104,0,1,"Player of the Week Award Announcement, Week no. 49",0,0
134,"2019-12-16",104,0,1,"Player of the Week Award Announcement, Week no. 50",0,0
134,"2019-12-23",104,0,1,"Player of the Week Award Announcement, Week no. 51",0,0
134,"2019-12-30",104,0,1,"Player of the Week Award Announcement, Week no. 52",0,0
134,"2020-1-1",101,0,1,"Batter of the Month Award Announcement",0,0
134,"2020-1-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
179,"2019-6-17",104,0,1,"Player of the Week Award Announcement, Week no. 24",0,0
179,"2019-6-24",104,0,1,"Player of the Week Award Announcement, Week no. 25",0,0
179,"2019-7-1",104,0,1,"Player of the Week Award Announcement, Week no. 26",0,0
179,"2019-7-1",101,0,1,"Batter of the Month Award Announcement",0,0
179,"2019-7-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
179,"2019-7-1",103,0,1,"Rookie of the Month Award Announcement",0,0
179,"2019-7-8",104,0,1,"Player of the Week Award Announcement, Week no. 27",0,0
179,"2019-7-15",104,0,1,"Player of the Week Award Announcement, Week no. 28",0,0
179,"2019-7-22",104,0,1,"Player of the Week Award Announcement, Week no. 29",0,0
179,"2019-7-29",104,0,1,"Player of the Week Award Announcement, Week no. 30",0,0
179,"2019-8-1",101,0,1,"Batter of the Month Award Announcement",0,0
179,"2019-8-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
179,"2019-8-1",103,0,1,"Rookie of the Month Award Announcement",0,0
179,"2019-8-5",104,0,1,"Player of the Week Award Announcement, Week no. 31",0,0
179,"2019-8-12",104,0,1,"Player of the Week Award Announcement, Week no. 32",0,0
179,"2019-8-19",104,0,1,"Player of the Week Award Announcement, Week no. 33",0,0
179,"2019-8-26",104,0,1,"Player of the Week Award Announcement, Week no. 34",0,0
179,"2019-9-1",101,0,1,"Batter of the Month Award Announcement",0,0
179,"2019-9-1",102,0,1,"Pitcher of the Month Award Announcement",0,0
179,"2019-9-1",103,0,1,"Rookie of the Month Award Announcement",0,0
179,"2019-8-15",5,0,1,"Trading Deadline",0,0
179,"2019-9-1",13,0,1,"Regular Season Ends",0,0
179,"2019-9-3",15,0,1,"PLAYOFFS BEGIN",0,0
180,"2019-5-1",101,0,1,"Batter of the Month Award Announcement",0,0
