player_id,team_id,league_id,position,role,offensive_value,offensive_value_talent,offensive_value_vsl,offensive_value_vsr,pitching_value,pitching_value_talent,pitching_value_vsl,pitching_value_vsr,overall_value,talent_value,career_value,leadoff_value_vsl,leadoff_value_vsr,running_value,stealing_value,season_performance,stats_value_0,stats_value_1,stats_value_2,stats_mod_0,stats_mod_1,stats_mod_2,ratings_value,overall_sp,overall_rp,overall_c,overall_1b,overall_2b,overall_3b,overall_ss,overall_lf,overall_cf,overall_rf,award_bat,award_pit,award_field,oa,pot
20915,0,0,7,0,331,801,391,313,0,0,0,0,261,827,544,283,270,123,6,0.0000,0,0,203,0,0,35,337,1,1,228,228,228,228,228,261,228,235,0.0000,0.0000,0.0000,20,35
20916,0,0,5,0,342,707,354,334,0,0,0,0,274,768,542,206,200,96,2,0.0000,0,0,0,0,0,0,344,1,1,273,242,242,274,242,242,242,242,0.0000,0.0000,0.0000,20,35
20917,0,0,1,11,2,282,2,2,0,647,0,0,1,647,416,115,127,96,2,0.0250,0,0,0,0,0,0,2,1,184,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,26
20920,287,161,2,0,314,690,327,312,0,0,0,0,263,834,549,217,204,105,2,0.0000,0,329,208,0,44,26,355,1,1,263,214,214,214,214,214,214,214,0.0000,0.0000,400.0000,20,27
20921,245,157,1,12,63,141,43,67,457,591,735,646,421,492,533,146,151,74,1,-1.2592,0,0,0,0,0,0,457,474,421,1,1,1,1,1,1,1,1,0.0000,26.9842,607.1105,20,26
20923,257,159,1,12,2,182,2,2,90,570,61,134,313,547,442,113,112,86,1,-2.8782,0,0,0,0,0,0,90,98,313,1,1,1,1,1,1,1,1,0.0000,-2.1563,396.1843,20,34
20924,0,0,1,11,0,70,0,0,65,930,82,92,301,930,616,119,122,4,0,0.0000,0,0,0,0,0,0,65,65,301,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,42
20927,316,164,2,0,104,740,152,86,0,0,0,0,59,906,483,185,172,96,3,0.0000,0,353,240,0,100,76,120,1,1,59,42,42,42,42,42,42,42,0.0000,0.0000,400.0000,20,34
20928,260,159,7,0,400,942,418,393,0,0,0,0,354,996,684,365,358,152,18,2.0145,591,410,336,24,100,82,420,1,1,308,308,308,308,308,336,354,311,97.2777,0.0000,656.0344,20,46
20929,0,0,1,12,147,367,127,150,0,499,0,0,47,482,354,162,166,7,0,0.0000,0,0,0,0,0,0,121,1,209,47,47,47,47,47,47,47,47,0.0000,0.0000,0.0000,20,27
20932,308,163,1,12,98,247,111,91,26,695,0,38,1,557,483,152,149,33,0,0.0000,0,0,0,0,0,0,81,39,270,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,35
20935,0,0,1,12,44,166,26,48,28,506,106,24,1,543,423,135,142,79,1,0.0000,0,0,0,0,0,0,36,28,302,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,34
20936,292,162,1,12,3,2,3,3,219,673,253,336,340,549,507,139,139,71,1,0.0000,0,0,0,0,0,0,219,224,340,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,34
20937,0,0,1,12,0,81,0,0,48,676,61,60,297,607,487,112,104,32,0,0.0000,0,0,0,0,0,0,48,48,297,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,40
20938,0,0,1,12,22,168,15,21,0,250,0,0,1,398,260,128,128,17,0,0.0000,0,0,0,0,0,0,18,1,122,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,20
20943,0,0,1,12,143,338,135,145,0,200,0,0,43,272,244,157,160,1,0,0.0000,0,0,0,0,0,0,117,1,115,43,43,43,43,43,43,43,43,0.0000,0.0000,0.0000,20,20
20944,212,155,7,0,595,766,556,604,0,0,0,0,554,808,681,565,587,175,39,-0.9417,0,657,502,0,86,59,597,1,1,499,499,499,499,499,537,554,533,-9.1788,0.0000,639.3732,20,31
20947,0,0,2,0,195,744,135,213,0,0,0,0,125,849,487,174,185,68,1,0.0000,0,0,417,0,0,49,205,1,1,125,104,102,102,102,102,102,102,0.0000,0.0000,0.0000,20,28
20948,194,153,1,12,3,128,3,3,676,828,913,1029,597,771,743,138,139,84,1,-4.6429,0,0,0,0,0,0,676,657,597,1,1,1,1,1,1,1,1,0.0000,-12.2249,609.8462,39,58
20949,0,0,1,12,113,184,130,103,378,460,526,618,404,450,432,155,149,72,1,0.0000,0,0,0,0,0,0,378,393,404,13,13,13,13,13,13,13,13,0.0000,0.0000,0.0000,20,22
20950,201,154,9,0,663,873,688,653,0,0,0,0,600,921,761,377,354,105,9,-1.4048,607,572,467,18,100,100,666,1,1,538,600,538,581,538,544,538,548,0.1841,0.0000,606.9389,24,39
20951,249,159,9,0,477,708,502,466,0,0,0,0,437,847,642,291,284,114,4,-2.6812,313,417,367,16,56,98,542,1,1,361,361,437,361,425,361,361,361,4.7703,0.0000,567.4073,20,32
20953,218,156,9,0,507,764,465,519,0,0,0,0,432,762,597,318,332,120,7,0.0000,0,420,344,0,99,91,502,1,1,388,388,388,388,388,432,388,412,-9.3425,0.0000,593.5314,20,34
20954,54,150,1,12,87,191,101,81,738,982,980,1141,654,901,854,155,152,63,1,0.6669,0,0,0,0,0,0,738,725,654,1,1,1,1,1,1,1,1,0.0000,29.9004,400.0931,45,76
20955,816,164,1,12,78,163,104,74,0,841,0,0,1,841,504,156,150,44,0,0.0000,0,0,0,0,0,0,64,166,160,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,34
20956,0,0,1,11,3,137,3,3,0,902,0,0,1,902,588,130,131,78,1,0.0000,0,0,0,0,0,0,3,1,274,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,41
20957,306,163,2,0,285,797,304,278,0,0,0,0,221,924,573,228,223,98,3,0.0000,0,233,173,0,70,31,318,1,1,221,179,179,179,179,179,179,179,0.0000,0.0000,400.0000,20,35
20959,0,0,2,0,358,851,343,361,0,0,0,0,308,989,649,217,221,95,3,0.0000,0,0,0,0,0,0,393,1,1,308,258,258,258,258,258,258,258,0.0000,0.0000,0.0000,20,41
20961,332,165,1,12,108,189,88,108,0,671,0,0,8,563,531,150,154,39,1,0.0000,0,0,0,0,0,0,89,391,270,8,8,8,8,8,8,8,8,0.0000,0.0000,400.0000,20,36
20964,192,153,5,0,700,899,729,689,0,0,0,0,647,913,790,278,270,94,2,-1.3647,564,701,379,21,92,67,707,1,1,580,581,580,647,580,580,580,580,2.2025,0.0000,608.9987,29,41
20967,0,0,1,11,0,191,0,0,76,921,126,115,311,921,616,112,118,9,0,7.8728,0,0,0,0,0,0,76,76,311,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,42
20968,272,160,1,12,117,241,123,109,316,610,470,457,385,526,498,166,163,78,2,5.8424,0,0,0,0,0,0,316,344,385,17,17,17,17,17,17,17,17,0.0000,62.5435,511.2128,20,30
20969,292,162,1,12,2,225,2,2,241,609,229,290,270,506,469,113,113,91,1,1.5444,0,0,0,0,0,0,241,270,328,1,1,1,1,1,1,1,1,0.0000,36.7538,400.0000,20,29
20970,0,0,7,0,276,645,296,267,0,0,0,0,191,635,413,252,245,100,7,0.0000,0,259,287,0,47,39,257,1,1,175,175,175,175,175,190,175,191,0.0000,0.0000,0.0000,20,23
20971,245,157,5,0,479,740,494,472,0,0,0,0,447,820,634,285,280,93,4,-0.5347,528,524,370,23,100,25,513,1,1,386,386,447,404,386,386,386,386,52.2689,0.0000,628.3085,20,36
20972,0,0,7,0,307,835,333,300,0,0,0,0,222,823,523,212,204,92,4,0.0000,0,0,0,0,0,0,281,1,1,207,207,207,207,207,222,207,219,0.0000,0.0000,0.0000,20,35
20973,0,0,1,12,2,2,2,2,0,661,0,0,1,541,369,94,98,86,1,0.0000,0,0,0,0,0,0,2,1,77,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,33
20975,202,154,6,0,846,959,877,835,0,0,0,0,824,1078,951,512,478,113,10,-1.4609,613,757,553,23,100,100,908,1,1,706,706,740,706,824,706,706,706,34.7421,0.0000,633.8206,35,47
20978,273,159,1,11,181,342,193,173,273,1125,261,275,293,1125,741,186,182,55,1,0.0000,0,0,0,0,0,0,273,293,357,81,81,81,81,81,81,81,81,0.0000,0.0000,400.0000,20,52
20979,0,0,1,11,195,738,222,186,0,1012,0,0,98,1012,581,197,189,89,3,0.0000,0,0,0,0,0,0,166,1,150,95,95,95,95,95,97,95,98,0.0000,0.0000,0.0000,20,46
20981,323,165,1,12,78,234,67,79,0,628,0,0,1,530,448,145,148,20,1,0.0000,0,0,0,0,0,0,64,267,239,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,32
20984,229,157,5,12,346,536,368,336,28,486,26,25,246,502,390,227,220,84,3,0.0000,0,0,0,0,0,0,284,28,275,246,246,246,246,246,246,246,246,-9.1334,0.0000,490.1269,20,22
20985,0,0,4,0,441,797,460,431,0,99,0,0,365,853,609,250,245,97,5,0.0000,0,338,203,0,100,91,459,1,126,316,316,341,365,316,316,316,316,0.0000,0.0000,0.0000,20,30
20992,201,154,9,0,545,814,561,536,0,0,0,0,468,914,718,281,277,88,2,0.0000,0,619,567,0,96,57,578,1,1,521,455,455,455,455,468,455,456,-0.4415,0.0000,606.7255,20,36
20996,0,0,9,0,307,702,276,314,0,0,0,0,220,670,452,201,208,101,5,0.0000,0,0,0,0,0,0,277,1,1,207,207,207,207,207,219,207,220,0.0000,0.0000,0.0000,20,30
21008,0,0,1,11,0,131,0,0,0,893,0,0,1,893,524,107,106,8,0,0.0000,0,0,0,0,0,0,0,1,154,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,40
21010,175,152,1,11,52,358,36,56,814,1009,797,867,791,1009,900,145,148,89,1,1.6678,0,0,0,0,0,0,814,791,509,1,1,1,1,1,1,1,1,0.0000,57.3011,617.4522,35,46
21013,0,0,2,0,315,770,351,296,0,0,0,0,261,935,598,205,190,79,1,0.0000,0,304,211,0,41,85,362,1,1,261,209,209,209,209,209,209,209,0.0000,0.0000,0.0000,20,37
21014,0,0,1,11,114,114,114,114,0,946,0,0,14,946,555,156,156,29,0,0.0000,0,0,0,0,0,0,94,1,163,14,14,14,14,14,14,14,14,0.0000,0.0000,0.0000,20,43
21015,0,0,1,11,1,290,1,1,0,986,0,0,1,986,581,126,123,49,1,0.0000,0,0,0,0,0,0,1,1,176,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,45
21017,272,160,5,0,428,855,450,420,0,119,0,0,386,902,652,292,284,118,13,2.4652,630,346,0,23,22,0,447,1,148,338,338,338,386,338,368,338,338,107.5703,0.0000,655.1944,20,41
21020,192,153,1,11,189,261,201,181,790,1068,761,809,771,1068,920,192,188,81,1,0.1548,0,0,0,0,0,0,790,771,539,89,89,89,89,89,89,89,89,0.0000,63.7795,613.1468,34,49
21024,284,161,1,11,1,159,1,1,94,961,73,94,114,961,632,97,95,89,1,0.0000,0,0,0,0,0,0,94,114,303,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,44
21026,229,157,1,11,18,134,4,22,301,869,253,302,351,869,616,136,139,80,2,1.4341,0,0,0,0,0,0,301,351,362,1,1,1,1,1,1,1,1,0.0000,54.2069,642.6924,20,39
21027,302,163,2,0,300,905,332,293,0,217,0,0,248,1031,640,175,168,48,1,0.0000,0,361,0,0,46,0,334,1,184,248,204,204,204,204,204,204,204,0.0000,0.0000,400.0000,20,45
21029,0,0,1,12,101,281,121,95,6,646,0,12,1,551,454,172,167,88,2,0.0000,0,0,0,0,0,0,83,6,261,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,34
21031,0,0,1,12,15,13,15,15,0,651,0,0,1,570,403,130,130,14,0,0.0000,0,0,0,0,0,0,13,1,155,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,36
21032,197,153,7,0,710,896,638,731,0,0,0,0,650,904,777,381,400,113,5,-0.1790,652,457,0,16,22,0,681,1,1,600,600,600,600,600,650,600,600,9.3110,0.0000,605.7306,24,37
21033,272,160,1,12,4,88,26,3,493,798,717,717,456,672,641,149,134,78,1,4.0568,0,0,0,0,0,0,493,483,456,1,1,1,1,1,1,1,1,0.0000,27.7039,587.4053,24,46
21034,248,159,1,12,3,334,19,3,78,895,32,78,86,895,595,137,132,88,1,0.7491,0,0,0,0,0,0,78,86,295,1,1,1,1,1,1,1,1,0.0000,16.8330,583.9650,20,42
21035,199,154,1,11,87,129,96,86,775,946,785,775,751,946,849,167,166,92,2,0.5766,0,0,0,0,0,0,775,751,503,1,1,1,1,1,1,1,1,0.0000,14.6391,561.9762,33,43
21036,168,151,8,0,204,811,135,228,0,0,0,0,130,840,497,224,256,128,10,0.0000,0,0,260,0,0,86,213,1,1,107,107,107,107,107,130,107,111,6.4600,0.0000,602.7600,20,39
21037,0,0,1,11,11,148,6,8,0,930,0,0,1,930,538,133,135,45,0,0.0000,0,0,0,0,0,0,9,1,145,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,42
21039,229,157,5,0,431,819,443,422,0,0,0,0,406,956,681,500,491,160,25,0.0000,0,498,0,0,100,0,484,1,1,340,340,406,340,340,340,340,340,28.8563,0.0000,617.0576,20,39
21040,193,153,1,12,311,291,325,304,688,922,1009,1004,582,803,800,207,204,63,1,1.3295,0,0,0,0,0,0,688,677,582,211,211,211,211,211,211,211,211,0.0000,12.0769,500.1063,38,63
21041,599,177,1,11,51,233,59,55,69,981,70,69,97,981,650,151,151,26,0,0.0000,0,0,0,0,0,0,69,97,318,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,45
21042,0,0,1,12,4,0,4,4,0,454,0,0,1,514,361,128,128,22,0,0.0000,0,0,0,0,0,0,4,1,207,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,30
21043,785,164,1,12,0,0,0,0,10,601,11,10,42,537,440,98,99,17,0,0.0000,0,0,0,0,0,0,10,42,278,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,33
21046,38,150,1,11,213,215,245,200,1342,1327,1441,1472,1343,1327,1051,193,182,44,1,4.6209,0,0,0,0,0,0,1342,1343,852,113,113,113,113,113,113,113,113,0.0000,167.2420,569.0621,67,67
21055,229,157,1,12,32,172,20,31,193,607,289,227,332,514,470,143,148,80,1,0.0000,0,0,0,0,0,0,193,210,332,1,1,1,1,1,1,1,1,0.0000,19.3203,400.0811,20,30
21061,236,158,1,12,1,1,1,1,335,507,469,536,390,471,449,90,87,80,1,-1.9080,0,0,0,0,0,0,335,345,390,1,1,1,1,1,1,1,1,0.0000,9.3325,608.9000,20,23
21063,0,0,1,11,124,164,106,124,0,978,0,0,24,978,625,152,155,33,0,0.0000,0,0,0,0,0,0,102,1,271,24,24,24,24,24,24,24,24,0.0000,0.0000,0.0000,20,45
21066,248,159,1,12,81,341,84,66,0,834,0,0,1,834,531,160,155,61,0,3.2176,0,0,0,0,0,0,67,227,219,1,1,1,1,1,1,1,1,0.0000,39.6555,608.0853,20,34
21067,596,177,1,11,1,1,1,1,3,996,0,13,38,996,642,72,69,85,1,0.0000,0,0,0,0,0,0,3,38,287,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,46
21068,276,160,1,12,146,250,162,138,300,905,361,360,306,905,653,168,163,33,1,-0.6560,0,0,0,0,0,0,300,306,400,46,46,46,46,46,46,46,46,0.0000,13.7154,499.7297,20,36
21070,745,165,1,12,56,196,53,52,0,615,0,0,1,515,492,136,137,10,0,0.0000,0,0,0,0,0,0,46,368,223,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,30
21071,0,0,4,0,188,777,223,175,0,0,0,0,113,868,491,228,205,122,7,0.0000,0,0,321,0,0,44,195,1,1,92,92,108,113,92,92,92,92,0.0000,0.0000,0.0000,20,32
21072,288,161,4,0,321,698,332,317,0,0,0,0,255,789,522,261,258,114,6,0.0000,0,311,238,0,100,92,341,1,1,216,216,216,216,255,216,216,216,0.0000,0.0000,400.0000,20,25
21073,277,161,9,0,328,859,372,309,0,0,0,0,251,845,560,244,229,105,3,0.0000,0,0,259,0,0,73,320,1,1,225,225,225,225,225,225,225,251,0.0000,0.0000,400.0000,20,39
21076,0,0,1,11,32,179,37,27,90,1007,127,145,320,1007,664,137,137,19,0,0.0000,0,0,0,0,0,0,90,90,320,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,46
21079,331,165,2,0,90,679,137,62,0,0,0,0,23,832,428,189,168,101,3,0.0000,0,278,273,0,54,58,102,1,1,23,9,9,9,9,9,9,9,0.0000,0.0000,400.0000,20,27
21082,246,158,1,11,75,317,102,57,592,912,675,539,585,912,749,149,138,60,1,0.4861,0,0,0,0,0,0,592,585,450,1,1,1,1,1,1,1,1,0.0000,53.6197,564.3395,23,41
21085,813,177,1,12,1,1,1,1,0,473,0,0,1,496,385,73,73,83,1,0.0000,0,0,0,0,0,0,1,273,115,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,28
21086,0,0,1,12,55,173,45,59,0,674,0,0,1,542,457,142,144,6,0,0.0000,0,0,0,0,0,0,45,1,240,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,33
21088,0,0,1,11,116,111,116,116,0,758,0,0,16,758,496,160,160,39,1,0.0000,0,0,0,0,0,0,95,1,234,16,16,16,16,16,16,16,16,0.0000,0.0000,0.0000,20,33
21090,327,164,1,11,24,92,8,29,0,846,0,0,1,846,534,139,144,59,0,0.0000,0,0,0,0,0,0,20,222,114,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,38
21091,0,0,1,11,0,97,0,0,0,608,0,0,1,608,400,118,124,13,0,0.0000,0,0,0,0,0,0,0,1,192,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,24
21092,327,164,1,12,71,225,90,64,49,736,0,83,1,591,510,161,155,78,1,0.0000,0,0,0,0,0,0,59,83,284,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,39
21095,0,0,1,11,324,871,302,328,0,935,0,0,251,935,593,238,243,97,5,0.0000,0,0,0,0,0,0,319,1,205,224,224,251,224,237,224,224,224,0.0000,0.0000,0.0000,20,42
21097,619,177,4,0,125,770,155,86,0,0,0,0,42,900,471,228,201,115,7,0.0000,0,0,0,0,0,0,136,151,30,25,25,25,40,42,25,25,25,0.0000,0.0000,400.0000,20,34
21098,198,153,1,12,224,423,203,231,709,874,709,709,695,874,785,185,192,62,1,-0.9983,0,0,0,0,0,0,709,695,475,124,124,124,124,124,124,124,124,0.0000,32.6160,609.0618,26,35
21101,0,0,1,11,79,38,79,79,0,895,0,0,1,895,573,151,151,38,0,10.7083,0,0,0,0,0,0,65,1,250,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,40
21106,267,159,7,0,106,810,216,67,0,0,0,0,66,831,465,273,193,142,16,0.0000,0,410,306,0,100,83,107,1,1,56,56,56,56,56,56,66,56,0.1816,0.0000,625.8300,20,37
21107,0,0,1,12,31,176,19,34,0,594,0,0,1,527,416,136,141,9,0,7.3933,0,0,0,0,0,0,26,1,238,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,32
21110,224,156,8,0,323,740,349,317,0,0,0,0,245,763,518,266,256,133,9,0.0000,0,0,0,0,0,0,309,1,1,223,223,223,223,223,223,245,223,0.0000,0.0000,400.0000,20,36
21112,0,0,1,11,208,805,234,202,0,770,0,0,114,757,445,179,172,54,1,0.0000,0,0,0,0,0,0,183,1,120,108,114,108,108,108,108,108,108,0.0000,0.0000,0.0000,20,34
21113,745,165,1,12,73,179,63,73,11,474,0,11,1,505,387,148,152,33,0,0.0000,0,0,0,0,0,0,60,29,269,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,29
21114,0,0,4,0,238,646,257,230,0,0,0,0,160,723,442,248,241,113,5,0.0000,0,0,207,0,0,90,243,1,1,136,144,160,160,136,136,136,136,0.0000,0.0000,0.0000,20,20
21118,0,0,2,0,51,626,135,4,0,0,0,0,1,748,375,168,138,98,1,0.0000,0,221,219,0,58,41,57,1,1,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,20
21119,0,0,1,12,70,74,70,70,0,604,0,0,1,529,413,137,137,38,1,0.0000,0,0,0,0,0,0,58,1,221,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,32
21121,293,162,1,11,3,172,2,3,130,963,191,119,147,963,633,123,130,55,1,-0.4232,0,0,0,0,0,0,130,147,303,1,1,1,1,1,1,1,1,0.0000,-1.0118,400.0000,20,40
21122,0,0,3,0,275,696,303,262,0,0,0,0,221,679,450,212,203,89,1,0.0000,0,487,390,0,77,89,266,1,1,200,221,200,208,200,200,200,200,0.0000,0.0000,0.0000,20,25
21124,171,152,1,12,349,362,362,343,689,717,1050,1005,538,567,346,223,220,20,0,-3.4705,0,0,0,0,0,0,689,691,538,249,249,249,249,249,249,249,249,0.0000,-16.3130,612.7895,33,33
21128,0,0,5,0,876,870,877,872,0,0,0,0,860,904,689,381,325,71,4,0.0000,0,891,760,0,59,67,892,1,1,772,790,776,860,772,772,772,772,0.0000,0.0000,0.0000,39,39
21129,240,158,5,0,531,794,564,522,0,0,0,0,469,820,648,322,313,111,6,0.0000,0,502,415,0,78,58,526,1,1,425,471,425,469,425,425,425,425,-8.4716,0.0000,622.7366,20,37
21132,202,154,1,11,153,193,168,144,703,811,684,703,687,811,749,174,168,69,1,-1.4614,0,0,0,0,0,0,703,687,454,53,53,53,53,53,53,53,53,0.0000,23.1012,675.0661,29,34
21136,0,0,1,12,0,0,0,0,0,376,0,0,1,451,298,100,100,19,0,0.0000,0,0,0,0,0,0,0,1,144,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,23
21137,260,159,1,11,2,168,2,2,398,877,337,399,413,877,645,116,123,72,1,-0.0156,0,0,0,0,0,0,398,413,401,1,1,1,1,1,1,1,1,0.0000,24.3385,399.5873,20,40
21138,0,0,1,11,104,104,104,104,0,803,0,0,4,803,531,156,156,39,0,0.0000,0,0,0,0,0,0,86,1,259,4,4,4,4,4,4,4,4,0.0000,0.0000,0.0000,20,36
21139,261,160,1,12,2,205,2,2,100,584,197,127,284,489,434,119,127,77,1,2.8571,0,0,0,0,0,0,100,158,284,1,1,1,1,1,1,1,1,0.0000,18.3127,607.3481,20,28
21140,224,156,2,0,550,711,578,540,0,0,0,0,531,837,684,264,256,100,2,0.0000,0,613,427,0,13,22,613,1,1,531,449,449,449,449,449,449,449,-12.5239,0.0000,400.0000,20,25
21141,229,157,1,12,1,56,1,1,310,568,449,450,385,501,477,80,78,87,1,0.2168,0,0,0,0,0,0,310,319,385,1,1,1,1,1,1,1,1,0.0000,30.6219,607.2314,20,29
21143,223,156,2,0,592,893,619,583,0,0,0,0,566,1021,794,399,374,104,11,-1.0679,473,623,381,19,100,100,661,1,1,566,478,478,478,478,478,478,478,27.2325,0.0000,662.3398,20,44
21144,0,0,1,12,174,348,155,182,0,622,0,0,74,536,429,171,176,24,0,0.0000,0,0,0,0,0,0,143,1,236,74,74,74,74,74,74,74,74,0.0000,0.0000,0.0000,20,33
21146,0,0,1,12,208,256,217,200,0,333,0,0,108,392,284,186,182,4,0,0.0000,0,0,0,0,0,0,171,1,175,108,108,108,108,108,108,108,108,0.0000,0.0000,0.0000,20,20
21147,0,0,1,11,1,259,1,1,0,1010,0,0,1,1010,565,94,96,51,1,0.0000,0,0,0,0,0,0,1,1,120,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,46
21148,256,160,1,11,205,283,216,197,50,940,40,60,105,256,617,171,167,9,0,-0.3206,0,0,0,0,0,0,168,109,294,105,105,105,105,105,105,105,105,0.0000,21.3615,565.8018,20,43
21149,292,162,1,12,3,55,3,3,161,702,192,234,327,585,515,147,144,67,1,0.0000,0,0,0,0,0,0,161,164,327,1,1,1,1,1,1,1,1,0.0000,-11.3134,400.0000,20,38
21150,240,158,2,0,306,631,327,298,0,0,0,0,256,776,516,229,223,91,2,0.0000,0,350,274,0,20,14,348,1,1,256,207,207,207,207,207,207,207,29.5735,0.0000,604.4722,20,21
21151,0,0,1,11,100,95,100,100,0,848,0,0,1,848,530,157,157,14,0,0.0000,0,0,0,0,0,0,82,1,212,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,38
21152,0,0,1,11,53,67,56,50,0,959,0,0,1,959,600,136,134,29,0,0.0000,0,0,0,0,0,0,44,1,240,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,44
21156,39,150,1,12,1,1,1,1,537,613,981,866,523,579,406,97,102,44,0,-0.3936,0,0,0,0,0,0,537,548,523,1,1,1,1,1,1,1,1,0.0000,-5.2796,606.2439,31,31
21158,55,150,1,12,179,167,203,172,927,922,1382,1320,743,738,601,182,176,39,0,4.4389,0,0,0,0,0,0,927,938,743,79,79,79,79,79,79,79,79,0.0000,14.2175,605.5654,55,55
21159,183,152,1,12,159,168,183,152,638,638,915,945,532,532,469,184,177,64,2,2.4270,0,0,0,0,0,0,638,665,532,59,59,59,59,59,59,59,59,0.0000,17.7067,497.2178,32,32
21161,319,165,2,0,310,613,334,299,0,0,0,0,257,736,497,223,215,86,2,0.0000,0,0,335,0,0,29,346,1,1,257,211,211,211,211,211,211,211,0.0000,0.0000,400.0000,20,20
21166,0,0,1,12,70,63,70,70,0,672,25,0,1,552,460,149,149,77,1,0.0000,0,0,0,0,0,0,58,1,248,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,34
21167,0,0,5,0,370,719,400,358,0,0,0,0,312,752,537,324,316,121,10,0.0000,0,448,292,0,97,32,369,1,1,279,279,279,279,279,312,279,294,0.0000,0.0000,0.0000,20,34
21171,318,165,8,0,250,822,265,240,0,0,0,0,197,995,596,401,392,156,24,0.0000,0,289,240,0,97,86,290,1,1,154,154,154,154,154,164,197,172,0.0000,0.0000,400.0000,20,46
21172,0,0,4,0,406,853,427,395,0,0,0,0,351,1011,681,334,324,119,8,0.0000,0,0,0,0,0,0,422,1,1,306,306,346,306,351,306,306,306,0.0000,0.0000,0.0000,20,43
21174,266,160,1,11,117,102,117,117,213,1024,200,225,238,1024,686,159,159,68,1,0.1825,0,0,0,0,0,0,213,238,348,17,17,17,17,17,17,17,17,0.0000,3.3387,608.9651,20,47
21177,280,161,1,11,141,171,152,140,433,1029,445,432,426,1029,728,166,164,95,1,0.0000,0,0,0,0,0,0,433,426,426,41,41,41,41,41,41,41,41,0.0000,0.0000,400.0000,20,47
21178,288,161,6,0,402,921,422,394,0,0,0,0,353,1055,725,374,366,140,14,0.0000,0,371,293,0,97,100,451,1,1,292,292,292,292,353,292,292,292,0.0000,0.0000,400.0000,20,48
21179,0,0,1,11,79,212,98,75,0,892,0,0,1,892,567,152,148,42,1,0.0000,0,0,0,0,0,0,65,1,241,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,40
21180,613,177,1,12,1,40,1,1,0,405,0,0,1,453,313,91,87,95,1,0.0000,0,0,0,0,0,0,1,173,66,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,23
21181,361,164,2,0,353,830,366,353,0,0,0,0,297,981,639,257,254,107,4,0.0000,0,252,209,0,76,28,401,1,1,297,241,241,241,241,241,241,241,0.0000,0.0000,400.0000,20,41
21182,601,177,7,0,104,906,48,124,0,0,0,0,33,927,480,210,244,137,12,0.0000,0,267,219,0,87,98,100,1,1,26,26,26,26,26,27,33,26,0.0000,0.0000,400.0000,20,41
21184,0,0,1,11,86,86,86,86,0,965,0,0,1,965,606,153,153,41,1,2.5633,0,0,0,0,0,0,71,1,247,1,1,1,1,1,1,1,1,0.0000,0.0000,0.0000,20,44
21185,248,159,1,11,2,212,2,2,97,938,132,97,111,938,626,127,131,73,1,-0.8779,0,0,0,0,0,0,97,111,314,1,1,1,1,1,1,1,1,0.0000,49.1045,573.0441,20,43
